"","own","supply_dummy","city_supply","ideology","income","whitenh","age","male","name","zri_city","zri","ban_dummy","neighborhood_ban"
"2278",0,1,7,6,13750,1,29,0,"Colorado Springs, Colorado",1371,1258,NA,4
"2279",0,NA,4,4,3500,0,49,0,"Colorado Springs, Colorado",1371,1258,NA,4
"2280",1,0,3,2,37500,1,59,0,"Colorado Springs, Colorado",1371,1181,0,1
"2281",0,NA,4,4,27500,1,29,0,"Colorado Springs, Colorado",1371,1219,NA,4
"2282",0,1,5,4,32500,1,29,0,"Colorado Springs, Colorado",1371,1219,1,6
"2283",1,0,2,4,27500,1,79,0,"Boise City, Idaho",1193,1127,NA,4
"2284",1,0,3,6,32500,1,29,0,"Boise City, Idaho",1193,1127,NA,4
"2285",1,0,2,3,55000,1,79,1,"Boise City, Idaho",1193,1127,1,5
"2286",1,0,3,4,112500,1,49,0,"Boise City, Idaho",1193,1127,NA,4
"2287",0,0,1,3,45000,1,29,1,"Boise City, Idaho",1193,1127,0,1
"2288",1,0,2,2,22500,1,59,0,"Boise City, Idaho",1193,1197,1,7
"2289",1,1,6,5,55000,1,29,1,"Orem, Utah",1290,1261,0,2
"2290",0,1,5,4,112500,1,29,0,"Orem, Utah",1290,1261,0,3
"2291",1,0,1,2,3500,1,21,0,"Orem, Utah",1290,1261,0,3
"2292",1,NA,4,6,55000,1,69,1,"West Jordan, Utah",1491,1521,NA,4
"2293",1,0,2,4,67500,1,21,1,"West Jordan, Utah",1491,1521,NA,4
"2294",1,0,1,3,67500,1,49,1,"West Jordan, Utah",1491,1521,1,6
"2295",1,0,2,5,32500,1,29,0,"West Jordan, Utah",1491,1521,NA,4
"2296",0,NA,4,1,3500,1,59,0,"Salt Lake City, Utah",1417,1435,0,3
"2297",1,NA,4,4,67500,1,49,1,"Salt Lake City, Utah",1417,1625,0,2
"2298",1,0,2,4,37500,1,69,1,"Salt Lake City, Utah",1417,1625,1,6
"2299",0,1,6,6,55000,1,69,0,"Salt Lake City, Utah",1417,1625,1,6
"2300",1,NA,4,4,3500,0,69,0,"Salt Lake City, Utah",1417,1213,NA,4
"2301",0,0,1,4,55000,0,59,1,"Salt Lake City, Utah",1417,1213,0,3
"2302",1,1,7,4,6250,1,39,1,"Salt Lake City, Utah",1417,1213,0,1
"2303",1,0,3,7,92500,1,69,1,"Salt Lake City, Utah",1417,1559,0,3
"2304",0,1,6,5,67500,0,21,1,"Salt Lake City, Utah",1417,1246,0,2
"2305",1,NA,4,2,112500,1,59,1,"West Valley City, Utah",1349,1371,NA,4
"2306",0,0,2,2,11250,1,59,1,"Provo, Utah",1140,1088,1,6
"2307",1,0,1,2,92500,1,59,0,"Provo, Utah",1140,1088,1,7
"2308",0,NA,4,2,92500,1,21,0,"Provo, Utah",1140,1088,1,5
"2309",0,1,5,2,6250,1,29,1,"Provo, Utah",1140,995,0,3
"2310",1,0,3,5,137500,1,59,1,"Provo, Utah",1140,995,1,5
"2311",0,0,1,6,17500,1,39,1,"Phoenix, Arizona",1240,1486,1,6
"2312",1,1,6,5,137500,1,49,1,"Phoenix, Arizona",1240,1486,1,5
"2313",0,0,2,6,55000,1,69,1,"Phoenix, Arizona",1240,1356,1,6
"2314",1,NA,4,4,92500,0,59,1,"Phoenix, Arizona",1240,1154,NA,4
"2315",1,NA,4,4,67500,0,59,0,"Phoenix, Arizona",1240,1135,NA,4
"2316",0,NA,4,4,6250,1,39,1,"Phoenix, Arizona",1240,1135,NA,4
"2317",1,NA,NA,4,45000,0,21,1,"Phoenix, Arizona",1240,1150,NA,NA
"2318",0,NA,4,4,NA,0,49,0,"Phoenix, Arizona",1240,1150,NA,4
"2319",0,1,6,6,2e+05,1,49,1,"Phoenix, Arizona",1240,1731,0,2
"2320",0,0,3,5,22500,0,29,1,"Phoenix, Arizona",1240,1335,0,3
"2321",1,NA,4,3,37500,0,59,0,"Phoenix, Arizona",1240,1335,NA,4
"2322",1,0,3,4,67500,1,69,1,"Phoenix, Arizona",1240,1243,0,3
"2323",1,0,2,6,67500,1,69,0,"Phoenix, Arizona",1240,1243,0,3
"2324",0,NA,4,4,3500,0,29,1,"Phoenix, Arizona",1240,1383,NA,4
"2325",1,NA,4,6,67500,0,49,1,"Phoenix, Arizona",1240,1383,0,1
"2326",1,1,5,1,80000,1,69,1,"Phoenix, Arizona",1240,1221,1,6
"2327",1,NA,4,4,13750,0,59,0,"Phoenix, Arizona",1240,1242,NA,4
"2328",0,NA,4,3,3500,0,39,1,"Phoenix, Arizona",1240,1242,NA,4
"2329",1,NA,4,6,92500,1,21,0,"Phoenix, Arizona",1240,1242,NA,4
"2330",0,NA,4,4,45000,0,59,0,"Phoenix, Arizona",1240,1242,NA,4
"2331",1,1,5,4,37500,0,69,1,"Phoenix, Arizona",1240,1341,NA,4
"2332",1,1,6,4,112500,1,69,0,"Phoenix, Arizona",1240,1341,0,2
"2333",1,NA,4,2,92500,1,49,1,"Phoenix, Arizona",1240,1157,NA,4
"2334",1,1,5,7,37500,1,59,0,"Phoenix, Arizona",1240,1301,1,6
"2335",1,1,5,4,37500,1,59,0,"Phoenix, Arizona",1240,1301,0,3
"2336",1,0,3,5,112500,1,59,1,"Phoenix, Arizona",1240,1301,0,3
"2337",0,NA,4,2,45000,1,49,1,"Phoenix, Arizona",1240,1301,0,2
"2338",1,NA,4,2,32500,0,69,1,"Phoenix, Arizona",1240,1018,NA,4
"2339",0,0,1,4,55000,0,39,1,"Phoenix, Arizona",1240,1100,NA,4
"2340",1,0,1,6,67500,1,59,1,"Phoenix, Arizona",1240,1209,1,6
"2341",1,0,1,2,2e+05,1,49,1,"Phoenix, Arizona",1240,1209,0,3
"2342",1,NA,4,4,55000,1,69,0,"Phoenix, Arizona",1240,1432,1,5
"2343",0,NA,4,3,55000,1,29,1,"Phoenix, Arizona",1240,1432,0,1
"2344",1,NA,4,4,45000,1,49,0,"Phoenix, Arizona",1240,1432,NA,4
"2345",0,NA,4,2,67500,1,79,1,"Phoenix, Arizona",1240,1432,NA,4
"2346",1,0,3,4,17500,1,79,0,"Phoenix, Arizona",1240,1432,0,2
"2347",1,0,2,4,112500,1,59,0,"Phoenix, Arizona",1240,1631,NA,4
"2348",1,NA,4,2,112500,1,21,1,"Phoenix, Arizona",1240,1631,0,2
"2349",0,1,5,4,162500,1,29,0,"Phoenix, Arizona",1240,1655,0,1
"2350",1,0,3,4,45000,1,69,1,"Phoenix, Arizona",1240,1120,0,1
"2351",1,NA,4,2,137500,1,79,1,"Phoenix, Arizona",1240,1120,NA,4
"2352",1,0,2,1,67500,1,29,1,"Phoenix, Arizona",1240,1209,0,2
"2353",1,0,1,5,137500,0,79,1,"Phoenix, Arizona",1240,1700,1,7
"2354",0,NA,4,5,112500,1,39,0,"Phoenix, Arizona",1240,1819,NA,4
"2355",1,1,5,6,92500,1,39,0,"Phoenix, Arizona",1240,1819,0,3
"2356",0,NA,4,2,45000,1,21,0,"Mesa, Arizona",1269,1208,NA,4
"2357",1,0,1,6,55000,1,79,0,"Mesa, Arizona",1269,1208,0,1
"2358",0,1,5,4,22500,0,21,0,"Mesa, Arizona",1269,1208,0,3
"2359",1,1,7,7,80000,1,49,0,"Mesa, Arizona",1269,1177,0,1
"2360",1,NA,4,4,45000,0,39,0,"Mesa, Arizona",1269,1177,NA,4
"2361",1,0,2,2,162500,1,59,1,"Scottsdale, Arizona",2043,2177,NA,4
"2362",1,NA,4,4,55000,1,69,1,"Scottsdale, Arizona",2043,2177,0,2
"2363",1,0,2,2,32500,1,79,1,"Scottsdale, Arizona",2043,2177,0,3
"2364",1,0,3,2,137500,1,79,1,"Scottsdale, Arizona",2043,2177,0,2
"2365",1,0,1,6,137500,1,69,1,"Scottsdale, Arizona",2043,2177,1,6
"2366",1,0,2,2,2e+05,1,59,1,"Scottsdale, Arizona",2043,1907,1,5
"2367",1,NA,4,3,112500,1,79,0,"Tempe, Arizona",1389,1373,1,6
"2368",0,0,1,7,55000,0,39,0,"Tempe, Arizona",1389,1373,1,7
"2369",1,NA,4,2,67500,1,69,1,"Tempe, Arizona",1389,1373,0,3
"2370",1,0,3,4,32500,1,59,0,"Glendale, Arizona",1237,1029,1,6
"2371",1,0,2,4,137500,0,59,1,"Glendale, Arizona",1237,1029,NA,4
"2372",1,0,1,5,92500,1,79,0,"El Mirage, Arizona",1091,1091,1,5
"2373",1,1,6,3,80000,0,59,1,"Surprise, Arizona",1291,1280,0,2
"2374",1,1,5,4,27500,0,59,0,"Goodyear, Arizona",1393,1630,0,2
"2375",1,NA,4,4,92500,1,59,1,"Goodyear, Arizona",1393,1630,NA,4
"2376",0,0,1,5,45000,1,29,0,"Tucson, Arizona",NA,NA,0,2
"2377",1,NA,4,2,27500,1,59,0,"Tucson, Arizona",1053,1069,1,5
"2378",1,0,1,2,45000,1,79,0,"Tucson, Arizona",1053,1069,0,1
"2379",1,0,3,5,137500,1,59,1,"Tucson, Arizona",1053,1069,0,3
"2380",1,NA,4,5,162500,1,59,1,"Tucson, Arizona",1053,1069,0,2
"2381",0,0,1,7,22500,1,59,0,"Tucson, Arizona",1053,990,1,7
"2382",0,1,5,5,NA,1,29,0,"Tucson, Arizona",1053,990,0,3
"2383",0,1,6,3,13750,1,21,0,"Tucson, Arizona",1053,990,0,2
"2384",0,NA,4,2,11250,0,49,1,"Tucson, Arizona",1053,987,NA,4
"2385",1,1,7,2,112500,1,69,1,"Tucson, Arizona",1053,987,0,1
"2386",0,0,3,6,32500,1,79,1,"Tucson, Arizona",1053,987,0,3
"2387",1,0,3,4,67500,0,69,1,"Tucson, Arizona",1053,1093,1,5
"2388",0,NA,4,6,NA,0,29,1,"Tucson, Arizona",1053,1093,0,3
"2389",0,NA,4,4,17500,1,59,1,"Tucson, Arizona",1053,1093,NA,4
"2390",1,1,5,3,80000,1,69,1,"Tucson, Arizona",1053,1093,0,3
"2391",0,1,5,4,17500,0,29,0,"Albuquerque, New Mexico",1206,1077,0,3
"2392",0,0,3,4,162500,0,21,0,"Albuquerque, New Mexico",1206,1077,0,2
"2393",0,0,3,3,NA,1,29,1,"Albuquerque, New Mexico",1206,1077,0,3
"2394",0,1,7,4,37500,0,29,1,"Albuquerque, New Mexico",1206,1265,1,7
"2395",1,0,2,4,45000,1,79,0,"Albuquerque, New Mexico",1206,1265,0,3
"2396",1,0,1,4,80000,0,59,0,"Albuquerque, New Mexico",1206,1265,1,7
"2397",1,NA,4,4,22500,0,49,1,"Albuquerque, New Mexico",1206,1207,NA,4
"2398",1,0,3,7,37500,1,69,1,"Albuquerque, New Mexico",1206,1194,NA,4
"2399",1,0,2,2,55000,1,49,0,"Albuquerque, New Mexico",1206,1194,1,6
"2400",1,0,3,6,55000,1,69,1,"Albuquerque, New Mexico",1206,1194,0,3
"2401",1,NA,4,5,37500,0,69,0,"Albuquerque, New Mexico",1206,1194,1,6
"2402",1,0,3,1,162500,0,49,0,"Albuquerque, New Mexico",1206,1194,0,3
"2403",1,0,2,4,45000,1,49,0,"Albuquerque, New Mexico",1206,1194,0,2
"2404",1,0,1,2,112500,1,69,0,"Henderson, Nevada",1371,1332,1,6
"2405",1,0,2,2,13750,1,79,0,"Henderson, Nevada",1371,1461,0,2
"2406",1,0,2,6,112500,1,69,1,"Henderson, Nevada",1371,1461,0,1
"2407",1,1,7,5,112500,1,39,1,"Henderson, Nevada",1371,1195,1,7
"2408",1,NA,NA,3,112500,1,79,1,"Henderson, Nevada",1371,1195,1,6
"2409",1,NA,4,4,3500,1,49,1,"Henderson, Nevada",1371,1195,NA,4
"2410",0,1,7,2,NA,0,69,1,"Henderson, Nevada",1371,1195,0,1
"2411",1,NA,4,4,27500,1,59,0,"Henderson, Nevada",1371,1195,NA,4
"2412",1,0,1,4,67500,1,49,1,"North Las Vegas, Nevada",1191,1151,0,1
"2413",1,0,1,4,112500,1,49,1,"North Las Vegas, Nevada",1191,1151,1,6
"2414",1,NA,4,5,67500,1,49,1,"North Las Vegas, Nevada",1191,1151,1,5
"2415",0,NA,4,2,37500,0,29,0,"North Las Vegas, Nevada",1191,1343,0,2
"2416",1,1,5,5,80000,0,79,0,"North Las Vegas, Nevada",1191,1343,0,3
"2417",1,0,1,4,45000,1,59,0,"Las Vegas, Nevada",1227,1076,0,2
"2418",0,1,5,4,45000,0,39,1,"Las Vegas, Nevada",1227,1076,0,2
"2419",1,NA,4,5,162500,1,59,0,"Las Vegas, Nevada",1227,1193,1,5
"2420",1,0,3,4,112500,1,69,0,"Las Vegas, Nevada",1227,1399,NA,4
"2421",1,0,1,2,112500,1,49,1,"Las Vegas, Nevada",1227,1399,1,7
"2422",0,NA,4,2,32500,1,59,0,"Las Vegas, Nevada",1227,1375,NA,4
"2423",1,1,7,5,67500,0,29,1,"Las Vegas, Nevada",1227,1192,0,1
"2424",1,NA,4,4,67500,1,59,0,"Las Vegas, Nevada",1227,1192,NA,4
"2425",1,0,2,3,22500,1,69,0,"Carson City, Nevada",1306,1489,1,6
"2426",0,NA,4,7,22500,1,69,1,"Carson City, Nevada",1306,1489,1,7
"2427",0,NA,4,5,45000,0,39,0,"Los Angeles, California",2682,3399,0,3
"2428",1,1,6,3,92500,1,39,1,"Los Angeles, California",2682,2556,0,3
"2429",1,NA,4,6,112500,0,29,1,"Los Angeles, California",2682,3460,0,3
"2430",1,NA,4,7,162500,1,49,1,"Los Angeles, California",2682,2210,0,3
"2431",0,NA,4,6,92500,0,39,0,"Los Angeles, California",2682,2210,0,3
"2432",0,NA,4,6,17500,0,29,1,"Los Angeles, California",2682,2505,NA,4
"2433",0,0,2,5,45000,0,29,1,"Los Angeles, California",2682,3056,0,2
"2434",1,0,2,6,137500,0,49,1,"Los Angeles, California",2682,3056,NA,4
"2435",1,1,6,6,112500,1,59,1,"Los Angeles, California",2682,2790,0,2
"2436",1,0,3,3,37500,0,49,0,"Los Angeles, California",2682,2790,1,7
"2437",0,1,6,4,67500,0,29,1,"Los Angeles, California",2682,2790,0,2
"2438",1,NA,NA,3,137500,0,69,0,"Los Angeles, California",2682,3715,NA,4
"2439",0,1,6,5,55000,0,39,1,"Los Angeles, California",2682,3715,0,3
"2440",0,NA,4,4,55000,0,39,0,"Los Angeles, California",2682,3715,0,3
"2441",1,1,5,4,55000,1,69,1,"Los Angeles, California",2682,2793,0,2
"2442",0,1,6,6,55000,1,29,0,"Los Angeles, California",2682,2793,0,1
"2443",0,1,6,6,3500,0,21,1,"Los Angeles, California",2682,2777,1,7
"2444",0,1,6,4,67500,1,29,1,"Los Angeles, California",2682,2777,0,1
"2445",1,NA,NA,7,112500,1,49,1,"Los Angeles, California",2682,2301,0,3
"2446",0,NA,NA,2,17500,0,21,0,"Los Angeles, California",2682,2100,0,1
"2447",0,1,5,7,55000,0,39,0,"Los Angeles, California",2682,3459,0,3
"2448",1,NA,4,3,80000,1,59,0,"Los Angeles, California",2682,3459,NA,4
"2449",0,NA,4,3,67500,1,29,1,"Los Angeles, California",2682,3459,0,2
"2450",1,0,2,3,137500,0,59,0,"Los Angeles, California",2682,3459,1,7
"2451",0,NA,4,4,3500,0,49,0,"Los Angeles, California",2682,2160,0,2
"2452",0,1,7,2,32500,0,69,1,"Los Angeles, California",2682,2836,0,1
"2453",1,0,3,3,45000,0,59,1,"Los Angeles, California",2682,2836,0,3
"2454",0,1,5,7,45000,0,49,1,"Los Angeles, California",2682,2461,NA,4
"2455",0,1,5,6,137500,1,39,1,"Los Angeles, California",2682,2461,NA,4
"2456",1,1,5,2,2e+05,1,59,1,"Los Angeles, California",2682,2461,0,1
"2457",0,1,5,4,45000,0,49,0,"Los Angeles, California",2682,2266,0,3
"2458",0,0,3,6,45000,0,29,0,"Los Angeles, California",2682,2266,0,3
"2459",0,NA,4,2,3500,0,49,0,"Los Angeles, California",2682,2237,NA,4
"2460",1,NA,4,6,112500,1,69,0,"Los Angeles, California",2682,4509,NA,4
"2461",1,NA,4,2,27500,1,79,0,"Los Angeles, California",2682,2665,1,7
"2462",1,NA,4,6,92500,1,49,1,"Los Angeles, California",2682,4520,NA,4
"2463",1,0,1,6,137500,1,39,0,"Los Angeles, California",2682,4520,1,7
"2464",0,1,6,4,67500,1,59,1,"Los Angeles, California",2682,4520,0,1
"2465",1,0,3,4,112500,1,79,0,"Los Angeles, California",2682,8715,0,3
"2466",1,0,1,2,67500,0,49,1,"Downey, California",2406,2319,0,2
"2467",0,0,1,5,112500,1,59,1,"Manhattan Beach, California",7343,7360,0,1
"2468",1,0,3,2,2e+05,1,69,0,"Los Angeles, California",2682,9152,0,3
"2469",1,0,3,3,137500,0,29,0,"South Gate, California",2063,2063,0,3
"2470",1,0,2,4,2e+05,1,49,0,"Los Angeles, California",2682,4935,1,5
"2471",0,0,1,7,22500,1,69,1,"Los Angeles, California",2682,3158,1,7
"2472",1,0,2,7,32500,1,69,1,"Inglewood, California",2290,2221,0,3
"2473",0,NA,4,6,55000,0,29,0,"Inglewood, California",2290,2213,NA,4
"2474",1,0,2,4,112500,0,69,1,"Inglewood, California",2290,2410,0,2
"2475",0,NA,4,4,13750,1,69,0,"Torrance, California",2962,3177,NA,4
"2476",0,NA,4,2,92500,1,29,0,"Torrance, California",2962,3177,NA,4
"2477",0,NA,4,4,32500,1,69,1,"Torrance, California",2962,3387,NA,4
"2478",0,NA,4,3,112500,1,49,0,"Torrance, California",2962,3387,NA,4
"2479",1,0,2,4,112500,1,69,0,"Torrance, California",2962,3387,0,3
"2480",0,NA,4,1,2e+05,0,39,1,"Torrance, California",2962,3387,NA,4
"2481",1,NA,4,3,45000,0,59,0,"Whittier, California",2361,2446,0,3
"2482",1,NA,4,6,112500,0,59,0,"Whittier, California",2361,2446,NA,4
"2483",1,0,3,6,2e+05,0,59,0,"Whittier, California",2361,2446,1,5
"2484",1,0,1,5,162500,0,59,0,"Buena Park, California",2502,2512,0,1
"2485",1,0,1,4,112500,1,59,0,"Buena Park, California",2502,2512,1,6
"2486",0,NA,4,6,55000,1,29,0,"Buena Park, California",2502,2512,0,3
"2487",1,1,5,3,67500,0,39,1,"Norwalk, California",2176,2176,0,3
"2488",0,NA,4,4,3500,0,49,0,"Norwalk, California",2176,2176,0,2
"2489",1,0,3,2,37500,0,69,1,"Norwalk, California",2176,2176,1,6
"2490",1,NA,4,4,22500,1,79,0,"Norwalk, California",2176,2176,NA,4
"2491",1,NA,4,2,37500,1,69,1,"Bellflower, California",2254,2253,NA,4
"2492",1,NA,4,4,22500,0,39,0,"Bellflower, California",2254,2253,NA,4
"2493",1,NA,4,6,67500,0,21,0,"Bellflower, California",2254,2253,NA,4
"2494",1,NA,4,4,37500,0,21,0,"Lakewood, California",2427,2432,NA,4
"2495",0,1,5,4,112500,0,29,1,"Lakewood, California",2427,2452,1,5
"2496",1,NA,4,4,67500,0,49,1,"Lakewood, California",2427,2452,NA,4
"2497",1,NA,4,4,2e+05,1,69,1,"Lakewood, California",2427,2452,NA,4
"2498",1,1,5,6,55000,0,59,1,"Los Angeles, California",2682,2149,0,2
"2499",1,NA,4,4,162500,0,49,0,"Carson, California",2437,2338,0,3
"2500",1,0,3,3,37500,0,49,0,"Carson, California",2437,2338,0,2
"2501",1,0,2,4,55000,0,59,1,"Carson, California",2437,2338,1,6
"2502",1,0,3,4,92500,0,69,0,"Carson, California",2437,2338,NA,4
"2503",1,1,6,4,80000,0,29,0,"Carson, California",2437,2536,0,2
"2504",1,0,3,6,112500,1,59,1,"Long Beach, California",2331,1848,1,5
"2505",1,0,2,7,67500,0,29,1,"Long Beach, California",2331,1848,NA,4
"2506",0,0,3,4,3500,0,49,0,"Long Beach, California",2331,1848,1,5
"2507",1,1,5,6,162500,1,49,1,"Long Beach, California",2331,1848,0,2
"2508",0,NA,4,6,17500,0,21,0,"Long Beach, California",2331,1848,NA,4
"2509",1,1,5,4,67500,0,39,0,"Long Beach, California",2331,1848,1,5
"2510",1,NA,NA,4,92500,1,49,1,"Long Beach, California",2331,1848,1,6
"2511",1,0,2,2,67500,1,69,0,"Long Beach, California",2331,2792,1,6
"2512",0,0,1,6,112500,1,39,0,"Long Beach, California",2331,2792,1,6
"2513",0,0,3,3,80000,1,29,0,"Long Beach, California",2331,2792,0,3
"2514",1,0,1,5,2e+05,0,39,0,"Long Beach, California",2331,2476,1,7
"2515",0,0,2,7,13750,1,59,0,"Long Beach, California",2331,1984,0,1
"2516",1,0,1,6,2e+05,1,59,1,"South Pasadena, California",3181,3183,NA,4
"2517",1,NA,4,4,2e+05,0,59,0,"Los Angeles, California",2682,2589,NA,4
"2518",0,1,7,6,92500,1,39,1,"Los Angeles, California",2682,2589,0,1
"2519",0,0,3,4,80000,0,49,0,"Pasadena, California",2708,2492,1,5
"2520",1,0,1,2,112500,1,69,1,"Glendale, California",2905,2965,1,7
"2521",1,NA,NA,4,3500,1,29,1,"Glendale, California",2905,2519,0,3
"2522",1,NA,4,2,55000,0,29,1,"Glendale, California",2905,3401,NA,4
"2523",1,NA,NA,4,45000,0,21,0,"Los Angeles, California",2682,2605,NA,4
"2524",1,0,1,3,162500,1,49,1,"Los Angeles, California",2682,2605,1,7
"2525",1,NA,4,6,80000,1,49,0,"Los Angeles, California",2682,2605,NA,4
"2526",1,1,5,3,80000,1,39,1,"Los Angeles, California",2682,2854,0,3
"2527",0,NA,4,6,67500,0,49,1,"Los Angeles, California",2682,2773,0,2
"2528",1,0,1,3,67500,1,59,0,"Los Angeles, California",2682,2773,1,7
"2529",0,NA,4,2,22500,1,21,1,"Los Angeles, California",2682,2917,NA,4
"2530",0,1,5,4,67500,1,49,1,"Los Angeles, California",2682,2917,0,3
"2531",0,NA,4,2,92500,0,69,1,"Los Angeles, California",2682,2917,0,2
"2532",1,0,3,5,112500,1,49,1,"Los Angeles, California",2682,3299,1,5
"2533",1,NA,NA,3,2e+05,1,59,1,"Los Angeles, California",2682,2336,1,7
"2534",0,0,1,5,17500,0,39,0,"Los Angeles, California",2682,2336,NA,4
"2535",1,1,6,4,45000,0,29,1,"Los Angeles, California",2682,2336,0,2
"2536",1,0,1,5,27500,0,29,0,"Los Angeles, California",2682,2336,1,6
"2537",0,NA,4,5,55000,0,21,0,"Los Angeles, California",2682,2544,NA,4
"2538",0,NA,4,6,6250,0,29,0,"Los Angeles, California",2682,2544,NA,NA
"2539",1,0,3,4,67500,0,39,0,"Los Angeles, California",2682,2544,0,3
"2540",1,1,6,3,112500,1,59,1,"Los Angeles, California",2682,2604,0,2
"2541",1,NA,4,4,22500,1,59,1,"Los Angeles, California",2682,2604,NA,4
"2542",1,1,6,6,80000,1,59,0,"Los Angeles, California",2682,2775,0,2
"2543",1,NA,4,7,137500,1,79,1,"Los Angeles, California",2682,2775,0,3
"2544",1,0,3,6,112500,0,49,0,"Los Angeles, California",2682,2464,NA,NA
"2545",1,NA,4,6,22500,0,69,1,"Los Angeles, California",2682,2464,1,5
"2546",1,0,1,4,45000,0,69,1,"Los Angeles, California",2682,2439,0,2
"2547",1,0,2,7,112500,1,59,1,"Los Angeles, California",2682,3688,0,3
"2548",1,NA,4,2,2e+05,1,79,1,"Los Angeles, California",2682,3688,0,2
"2549",0,0,1,3,45000,1,59,0,"Los Angeles, California",2682,3702,0,3
"2550",1,0,1,4,67500,1,69,0,"Los Angeles, California",2682,2553,0,1
"2551",1,0,1,4,92500,0,39,0,"Los Angeles, California",2682,2553,0,2
"2552",1,0,3,6,80000,1,79,0,"Los Angeles, California",2682,2590,1,5
"2553",0,NA,4,7,55000,1,59,0,"Los Angeles, California",2682,3652,NA,4
"2554",1,0,3,4,45000,0,49,0,"Los Angeles, California",2682,5900,NA,4
"2555",0,1,7,2,3500,1,29,1,"Burbank, California",2953,3014,0,1
"2556",0,1,7,5,55000,0,39,0,"Burbank, California",2953,2996,0,1
"2557",0,NA,4,6,55000,1,39,0,"Los Angeles, California",2682,2686,1,5
"2558",0,1,5,7,67500,1,29,1,"Los Angeles, California",2682,2686,0,2
"2559",1,0,3,3,80000,1,79,1,"Los Angeles, California",2682,4182,0,3
"2560",0,0,1,7,67500,0,39,0,"Los Angeles, California",2682,4182,1,7
"2561",0,1,7,6,55000,0,29,1,"Los Angeles, California",2682,4182,0,2
"2562",0,0,2,3,55000,1,59,1,"Los Angeles, California",2682,2529,0,3
"2563",0,0,1,4,92500,0,39,1,"Los Angeles, California",2682,2572,1,7
"2564",1,0,2,5,67500,1,59,0,"Los Angeles, California",2682,2572,1,7
"2565",0,NA,4,5,55000,1,39,1,"Los Angeles, California",2682,3156,NA,4
"2566",1,NA,4,3,92500,1,69,0,"Rancho Cucamonga, California",2171,2317,1,5
"2567",1,NA,4,4,37500,0,29,0,"Rancho Cucamonga, California",2171,2317,NA,4
"2568",1,0,2,2,137500,1,39,1,"Rancho Cucamonga, California",2171,2317,1,5
"2569",1,1,5,3,32500,1,69,1,"Chino, California",2105,2219,0,2
"2570",1,NA,4,5,162500,0,69,0,"Chino, California",2105,2219,NA,4
"2571",1,0,1,5,92500,1,59,1,"Chino Hills, California",2782,2784,1,7
"2572",1,0,3,4,45000,0,59,1,"Chino Hills, California",2782,2784,0,2
"2573",1,0,1,5,137500,1,69,0,"Chino Hills, California",2782,2784,0,1
"2574",1,0,2,6,92500,0,49,1,"Chino Hills, California",2782,2784,1,7
"2575",1,0,2,4,32500,0,69,0,"Chino Hills, California",2782,2784,0,3
"2576",1,0,2,1,162500,1,69,1,"Chino Hills, California",2782,2784,1,7
"2577",0,1,7,2,45000,0,49,0,"Rancho Cucamonga, California",2171,1946,1,5
"2578",1,1,7,3,137500,1,59,0,"Rancho Cucamonga, California",2171,1946,1,7
"2579",1,NA,NA,5,112500,1,21,1,"Rancho Cucamonga, California",2171,1946,NA,4
"2580",0,NA,4,7,37500,0,29,0,"Rancho Cucamonga, California",2171,1946,1,5
"2581",0,1,5,2,45000,0,39,0,"El Monte, California",2184,2166,1,5
"2582",1,NA,4,4,92500,0,39,0,"Monterey Park, California",2450,2426,NA,4
"2583",0,0,3,5,32500,0,59,0,"Monterey Park, California",2450,2426,1,6
"2584",1,1,5,3,92500,0,79,0,"Ontario, California",1850,1959,1,7
"2585",1,NA,4,2,45000,0,49,0,"Ontario, California",1850,1959,NA,4
"2586",0,NA,4,5,55000,0,49,0,"Ontario, California",1850,1959,NA,4
"2587",1,1,5,5,55000,0,39,1,"Ontario, California",1850,1959,1,5
"2588",0,0,3,4,37500,1,39,1,"Ontario, California",1850,1795,NA,4
"2589",1,0,3,4,17500,0,29,0,"Ontario, California",1850,1795,0,2
"2590",1,0,2,3,80000,0,39,0,"Ontario, California",1850,1795,0,3
"2591",1,0,2,5,55000,0,69,0,"Diamond Bar, California",2544,2564,NA,4
"2592",1,0,2,2,3500,1,79,0,"Diamond Bar, California",2544,2564,1,6
"2593",0,0,2,6,22500,0,39,0,"Diamond Bar, California",2544,2564,1,5
"2594",1,0,2,2,55000,1,49,1,"Upland, California",2337,2010,0,2
"2595",0,NA,4,7,32500,0,39,1,"Upland, California",2337,2010,1,6
"2596",1,0,2,2,32500,0,39,0,"Upland, California",2337,2010,1,6
"2597",1,0,1,6,11250,0,59,0,"Upland, California",2337,2010,0,3
"2598",0,0,2,7,32500,0,29,0,"Upland, California",2337,2010,0,1
"2599",1,0,2,6,112500,1,21,0,"Upland, California",2337,2010,1,6
"2600",0,NA,4,4,112500,1,29,1,"Alhambra, California",2424,2423,0,2
"2601",1,0,3,2,137500,0,39,0,"Alhambra, California",2424,2423,0,3
"2602",0,NA,4,7,37500,0,49,0,"Alhambra, California",2424,2423,NA,4
"2603",0,NA,4,4,45000,0,59,1,"Alhambra, California",2424,2423,1,5
"2604",0,1,5,5,32500,0,39,0,"Alhambra, California",2424,2423,0,3
"2605",1,0,1,2,92500,1,59,1,"Chula Vista, California",2359,2495,1,7
"2606",1,0,3,4,27500,0,29,0,"Chula Vista, California",2359,2495,1,5
