"","own","supply_dummy","city_supply","ideology","income","whitenh","age","male","name","zri_city","zri","ban_dummy","neighborhood_ban"
"1",1,0,3,3,80000,1,69,0,"Agawam Town, Massachusetts",1512,1513,0,2
"2",1,1,6,3,137500,1,39,1,"Belchertown, Massachusetts",NA,NA,0,3
"3",0,1,6,5,3500,0,21,0,"Chicopee, Massachusetts",1379,1366,0,3
"4",1,NA,4,5,137500,1,29,1,"East Longmeadow, Massachusetts",1814,1822,0,3
"5",1,NA,4,3,55000,1,59,1,"East Longmeadow, Massachusetts",1814,1822,NA,4
"6",1,0,3,3,112500,1,49,0,"Agawam Town, Massachusetts",1512,1618,0,3
"7",0,NA,4,4,37500,1,69,1,"Holyoke, Massachusetts",1385,1383,NA,4
"8",1,0,1,7,67500,1,39,1,"Ludlow, Massachusetts",1520,1520,1,7
"9",1,NA,4,3,67500,1,49,1,"Ludlow, Massachusetts",1520,1520,NA,4
"10",0,NA,4,4,11250,1,49,0,"Northampton, Massachusetts",1865,1865,0,2
"11",1,0,1,4,137500,1,59,0,"Northampton, Massachusetts",1865,1865,0,2
"12",0,1,5,6,17500,0,59,1,"Northampton, Massachusetts",1865,1869,0,3
"13",1,0,3,6,45000,1,29,0,"Northampton, Massachusetts",1865,1869,1,5
"14",1,0,2,3,67500,1,69,1,"Northampton, Massachusetts",1865,1869,0,1
"15",1,0,1,5,2e+05,0,49,1,"Northampton, Massachusetts",1865,1869,1,6
"16",0,0,3,6,17500,1,39,0,"Palmer Town, Massachusetts",1381,1374,1,5
"17",1,NA,4,4,67500,1,29,0,"West Springfield Town, Massachusetts",1538,1538,NA,4
"18",1,NA,4,5,137500,1,49,1,"Worthington, Massachusetts",1885,1885,0,2
"19",0,NA,4,4,11250,1,49,0,"Springfield, Massachusetts",NA,NA,NA,4
"20",0,1,5,4,3500,0,39,0,"Springfield, Massachusetts",NA,NA,0,3
"21",0,0,3,1,13750,0,21,0,"Springfield, Massachusetts",1416,1123,0,2
"22",0,NA,4,4,55000,1,29,0,"Springfield, Massachusetts",1416,1382,NA,4
"23",1,0,1,4,137500,0,29,1,"Springfield, Massachusetts",1416,1382,1,7
"24",0,NA,4,6,162500,0,79,0,"Springfield, Massachusetts",NA,NA,NA,4
"25",1,NA,4,2,32500,0,29,0,"Springfield, Massachusetts",1416,1464,1,5
"26",1,NA,4,1,55000,1,69,0,"Springfield, Massachusetts",1416,1464,NA,4
"27",1,0,2,4,92500,1,29,0,"Cheshire, Massachusetts",NA,NA,0,2
"28",1,NA,4,3,80000,1,59,0,"Stockbridge, Massachusetts",NA,NA,0,3
"29",1,0,1,4,80000,1,69,0,"Montague, Massachusetts",1607,1606,1,7
"30",1,NA,4,3,80000,1,69,1,"Ayer, Massachusetts",2024,2025,NA,4
"31",1,NA,4,4,92500,1,59,1,"Ayer, Massachusetts",2024,2025,NA,4
"32",1,0,1,4,55000,0,49,1,"Groton, Massachusetts",2470,2459,1,7
"33",1,NA,NA,3,112500,1,29,0,"Littleton, Massachusetts",2471,2463,1,5
"34",1,0,3,4,112500,1,69,1,"Littleton, Massachusetts",2471,2463,NA,4
"35",1,NA,4,4,112500,1,59,1,"Lunenburg, Massachusetts",1806,1806,NA,4
"36",1,1,5,4,137500,1,59,1,"Lunenburg, Massachusetts",1806,1806,0,3
"37",1,0,3,5,2e+05,1,69,0,"Pepperell, Massachusetts",2129,2129,0,3
"38",1,0,3,2,27500,1,59,0,"Pepperell, Massachusetts",2129,2129,1,5
"39",1,NA,4,4,32500,1,59,1,"Shirley, Massachusetts",2114,2111,NA,4
"40",1,NA,4,3,45000,0,39,1,"Shirley, Massachusetts",2114,2111,NA,4
"41",1,1,6,4,2e+05,1,49,0,"Winchendon, Massachusetts",1374,1375,0,2
"42",1,0,1,1,32500,1,49,0,"Auburn, Massachusetts",1608,1608,1,7
"43",1,0,1,4,112500,1,59,1,"Blackstone, Massachusetts",1623,1621,0,2
"44",1,0,3,3,162500,1,49,1,"Boylston, Massachusetts",1947,1953,NA,4
"45",0,0,3,4,37500,1,79,1,"Charlton, Massachusetts",1749,1745,1,5
"46",1,1,5,4,92500,1,49,1,"East Brookfield, Massachusetts",1523,1525,NA,4
"47",1,0,1,1,45000,1,29,1,"Lancaster, Massachusetts",1933,1927,1,5
"48",1,0,1,1,137500,1,49,1,"Northborough, Massachusetts",2344,2342,1,7
"49",1,0,3,3,112500,1,59,1,"Northborough, Massachusetts",2344,2342,0,1
"50",0,1,5,5,2e+05,0,39,1,"Northborough, Massachusetts",2344,2342,1,5
"51",1,NA,4,4,92500,1,59,0,"Northborough, Massachusetts",2344,2342,NA,4
"52",1,NA,4,5,17500,1,79,0,"North Brookfield, Massachusetts",1508,1509,NA,4
"53",0,NA,4,4,6250,1,39,0,"Oxford, Massachusetts",1569,1580,NA,4
"54",1,0,1,7,112500,1,69,0,"Princeton, Massachusetts",2036,2037,0,3
"55",1,0,1,2,80000,1,49,1,"Shrewsbury, Massachusetts",2190,2188,NA,4
"56",1,0,2,4,112500,1,59,0,"Shrewsbury, Massachusetts",2190,2188,1,6
"57",0,1,5,3,32500,1,79,1,"Southbridge Town, Massachusetts",1330,1328,0,2
"58",0,0,2,4,55000,1,49,0,"Grafton, Massachusetts",2005,1954,1,7
"59",1,0,1,4,162500,1,69,1,"Spencer, Massachusetts",1523,1523,0,2
"60",1,0,1,3,112500,1,59,1,"Spencer, Massachusetts",1523,1523,0,1
"61",1,0,2,3,45000,1,49,1,"Upton, Massachusetts",2617,2283,NA,4
"62",1,0,1,4,17500,1,49,0,"Upton, Massachusetts",2617,2283,1,6
"63",1,0,3,6,27500,1,49,1,"Webster, Massachusetts",1489,1489,0,3
"64",1,1,5,3,137500,1,79,1,"Webster, Massachusetts",1489,1489,0,2
"65",1,0,1,5,2e+05,0,59,1,"Westborough, Massachusetts",2439,2445,1,6
"66",1,0,2,4,112500,1,69,1,"Sutton, Massachusetts",2017,2024,0,3
"67",1,0,3,5,67500,1,39,0,"Sutton, Massachusetts",2017,2024,0,3
"68",1,0,1,7,45000,1,59,1,"Worcester, Massachusetts",1476,1362,0,1
"69",1,NA,NA,3,112500,1,39,1,"Worcester, Massachusetts",1476,1362,NA,4
"70",1,0,1,3,80000,1,49,1,"Worcester, Massachusetts",1476,1483,1,7
"71",0,1,7,4,3500,0,39,0,"Worcester, Massachusetts",NA,NA,0,1
"72",1,0,3,6,137500,1,49,0,"Ashland, Massachusetts",2242,2239,1,6
"73",1,0,3,6,137500,1,29,0,"Ashland, Massachusetts",2242,2239,0,2
"74",1,1,6,4,67500,1,79,1,"Ashland, Massachusetts",2242,2239,1,6
"75",1,0,1,6,92500,1,59,1,"Ashland, Massachusetts",2242,2239,0,2
"76",1,NA,4,2,112500,1,49,1,"Hudson, Massachusetts",2151,2152,NA,4
"77",1,NA,NA,3,137500,1,59,1,"Hudson, Massachusetts",2151,2152,0,3
"78",1,NA,NA,3,2e+05,1,69,1,"Marlborough, Massachusetts",2096,2096,NA,4
"79",0,1,5,4,27500,1,69,0,"Marlborough, Massachusetts",2096,2096,1,5
"80",1,1,6,5,137500,1,59,1,"Marlborough, Massachusetts",2096,2096,0,3
"81",0,0,1,4,45000,1,59,1,"Marlborough, Massachusetts",2096,2096,1,7
"82",1,0,3,2,67500,1,49,1,"Natick, Massachusetts",2557,2555,0,2
"83",0,0,3,6,80000,1,59,0,"Natick, Massachusetts",2557,2555,1,5
"84",0,NA,4,4,37500,1,79,0,"Sudbury, Massachusetts",3119,3120,1,5
"85",1,1,5,6,137500,1,59,0,"Sudbury, Massachusetts",3119,3120,0,3
"86",1,NA,NA,4,27500,1,79,0,"Burlington, Massachusetts",2534,2535,NA,4
"87",0,1,7,4,67500,0,39,1,"Burlington, Massachusetts",2534,2535,0,2
"88",1,NA,4,6,67500,0,59,0,"Andover, Massachusetts",2760,2769,NA,4
"89",1,0,3,3,45000,1,79,1,"Andover, Massachusetts",2760,2769,NA,4
"90",1,0,2,5,2e+05,1,79,1,"Billerica, Massachusetts",2347,2347,1,5
"91",1,0,3,4,162500,1,39,1,"Billerica, Massachusetts",2347,2347,0,3
"92",1,NA,4,4,2e+05,1,69,1,"Billerica, Massachusetts",2347,2347,1,6
"93",0,NA,4,6,2e+05,0,39,1,"Billerica, Massachusetts",2347,2347,NA,4
"94",1,0,1,2,112500,1,79,1,"Chelmsford, Massachusetts",2298,2293,0,1
"95",1,0,2,4,112500,1,29,0,"Dracut, Massachusetts",2069,2071,1,6
"96",1,NA,4,3,22500,1,69,1,"Dracut, Massachusetts",2069,2071,NA,4
"97",1,0,1,3,67500,1,69,1,"Dracut, Massachusetts",2069,2071,1,6
"98",1,1,5,5,67500,1,29,0,"Haverhill, Massachusetts",1758,1788,NA,4
"99",0,NA,4,4,13750,1,29,0,"Haverhill, Massachusetts",1758,1674,NA,4
"100",0,NA,4,6,67500,1,59,0,"Haverhill, Massachusetts",1758,1674,1,5
"101",1,1,5,4,67500,1,59,0,"Haverhill, Massachusetts",1758,1674,1,6
"102",1,0,1,3,162500,1,49,0,"Groveland, Massachusetts",2189,2192,1,7
"103",0,0,2,3,67500,0,29,0,"Lawrence, Massachusetts",NA,NA,0,2
"104",1,0,1,7,2e+05,1,49,1,"Methuen Town, Massachusetts",1850,1850,NA,4
"105",0,1,7,4,27500,1,29,0,"Lowell, Massachusetts",1967,1959,1,7
"106",1,NA,4,5,80000,1,39,1,"Chelmsford, Massachusetts",2007,2029,NA,4
"107",1,0,1,6,162500,1,59,0,"North Reading, Massachusetts",2489,2490,0,2
"108",0,0,2,6,137500,1,49,0,"Reading, Massachusetts",2566,2568,0,3
"109",1,1,6,5,137500,0,69,0,"Reading, Massachusetts",2566,2568,0,1
"110",1,0,2,4,162500,1,39,1,"Reading, Massachusetts",2566,2568,1,7
"111",1,NA,4,4,137500,1,29,0,"Westford, Massachusetts",2559,2559,0,3
"112",0,1,5,4,55000,1,59,0,"Lynn, Massachusetts",NA,1748,NA,4
"113",1,NA,4,4,112500,1,59,1,"Lynn, Massachusetts",NA,NA,NA,4
"114",1,NA,4,6,67500,0,29,1,"Lynn, Massachusetts",NA,NA,NA,4
"115",0,NA,4,4,22500,1,29,0,"Lynn, Massachusetts",NA,NA,NA,4
"116",1,0,3,5,162500,1,29,0,"Lynn, Massachusetts",NA,NA,NA,4
"117",1,0,3,4,80000,1,79,0,"Amesbury Town, Massachusetts",1907,1907,1,5
"118",1,0,1,2,112500,1,29,1,"Beverly, Massachusetts",2205,2205,0,3
"119",1,0,2,5,80000,1,29,0,"Beverly, Massachusetts",2205,2205,1,5
"120",1,1,7,6,67500,1,59,1,"Beverly, Massachusetts",2205,2205,0,1
"121",1,NA,4,5,92500,1,39,1,"Danvers, Massachusetts",2224,2223,0,3
"122",1,0,3,5,112500,1,79,1,"Gloucester, Massachusetts",2012,2012,1,5
"123",1,0,2,4,112500,1,69,0,"Ipswich, Massachusetts",2303,2302,1,6
"124",1,NA,4,7,162500,1,39,0,"Ipswich, Massachusetts",2303,2302,NA,4
"125",1,NA,4,6,112500,1,39,0,"Manchester-by-the-Sea, Massachusetts",3274,3277,0,1
"126",0,0,2,2,2e+05,1,79,1,"Manchester-by-the-Sea, Massachusetts",3274,3277,0,1
"127",0,1,6,6,22500,1,79,0,"Peabody, Massachusetts",2112,2113,0,1
"128",1,0,1,3,137500,1,69,0,"Peabody, Massachusetts",2112,2113,1,5
"129",1,NA,4,7,112500,1,59,0,"Salem, Massachusetts",1935,1935,0,3
"130",1,0,2,4,112500,1,59,1,"Wenham, Massachusetts",2687,2694,0,1
"131",1,0,2,2,162500,1,69,1,"West Newbury, Massachusetts",2635,2635,0,2
"132",1,NA,4,3,137500,1,21,0,"Bellingham, Massachusetts",2108,2110,0,3
"133",1,0,2,4,162500,1,39,0,"Bellingham, Massachusetts",2108,2110,1,6
"134",0,0,3,5,55000,1,59,0,"Canton, Massachusetts",2498,2519,NA,4
"135",0,NA,4,4,55000,1,59,1,"Franklin Town, Massachusetts",2319,2318,0,1
"136",1,0,1,5,137500,0,49,0,"Franklin Town, Massachusetts",2319,2318,1,7
"137",1,NA,4,4,162500,0,39,0,"Franklin Town, Massachusetts",2319,2318,NA,4
"138",1,0,3,4,2e+05,0,59,1,"Hingham, Massachusetts",3285,3305,0,3
"139",1,1,7,4,92500,1,59,0,"Hull, Massachusetts",2275,2273,1,7
"140",1,NA,4,5,2e+05,1,39,1,"Hull, Massachusetts",2275,2273,0,2
"141",1,0,3,3,162500,1,49,1,"Mansfield, Massachusetts",2161,2159,1,5
"142",1,NA,NA,3,162500,1,49,1,"Medway, Massachusetts",2386,2392,0,1
"143",1,0,3,4,112500,1,39,1,"Medway, Massachusetts",2386,2392,0,2
"144",1,0,1,6,137500,1,59,1,"Medway, Massachusetts",2386,2392,0,1
"145",1,0,1,7,2e+05,1,49,0,"Millis, Massachusetts",2294,2293,0,3
"146",1,0,1,2,27500,1,79,0,"Norfolk, Massachusetts",2551,2553,0,2
"147",1,0,2,4,112500,1,69,1,"Scituate, Massachusetts",2544,2538,0,2
"148",1,0,2,2,137500,1,49,1,"Scituate, Massachusetts",2544,2538,1,6
"149",0,0,3,2,112500,1,29,0,"Boston, Massachusetts",2507,3291,0,2
"150",0,0,2,5,55000,1,29,0,"Boston, Massachusetts",2507,2930,1,6
"151",0,NA,4,5,22500,0,59,1,"Boston, Massachusetts",2507,2501,1,7
"152",0,1,5,4,NA,0,29,1,"Boston, Massachusetts",2507,2350,0,2
"153",1,1,5,6,80000,1,29,1,"Boston, Massachusetts",2507,2350,0,2
"154",0,1,6,6,45000,0,69,1,"Boston, Massachusetts",2507,2306,0,1
"155",0,1,7,6,13750,0,59,1,"Boston, Massachusetts",2507,2306,1,7
"156",1,0,3,5,80000,0,69,1,"Boston, Massachusetts",2507,2234,0,2
"157",0,NA,4,4,27500,0,21,0,"Boston, Massachusetts",2507,2234,NA,4
"158",0,0,1,6,55000,1,29,0,"Boston, Massachusetts",2507,2759,1,7
"159",0,1,5,6,17500,0,59,1,"Boston, Massachusetts",2507,2759,NA,4
"160",0,NA,4,NA,11250,1,69,0,"Boston, Massachusetts",2507,2759,0,3
"161",1,NA,4,2,80000,1,79,0,"Boston, Massachusetts",2507,2327,0,3
"162",1,0,1,4,2e+05,1,59,1,"Boston, Massachusetts",2507,2764,0,1
"163",1,1,5,7,2e+05,1,29,1,"Boston, Massachusetts",2507,2338,0,3
"164",1,1,5,6,92500,1,29,0,"Boston, Massachusetts",2507,2338,0,3
"165",1,0,2,6,80000,1,49,1,"Boston, Massachusetts",2507,2483,0,3
"166",0,1,7,4,137500,1,29,1,"Boston, Massachusetts",2507,2345,0,1
"167",0,NA,NA,6,32500,1,69,1,"Boston, Massachusetts",2507,2345,NA,NA
"168",1,0,2,2,112500,1,49,0,"Boston, Massachusetts",2507,2345,NA,4
"169",1,NA,4,5,137500,1,79,1,"Boston, Massachusetts",2507,2305,NA,4
"170",0,1,6,4,17500,1,69,0,"Boston, Massachusetts",2507,2391,0,2
"171",0,1,7,2,17500,0,59,1,"Boston, Massachusetts",2507,2391,NA,4
"172",1,NA,4,5,92500,1,59,0,"Cambridge, Massachusetts",2577,2589,NA,4
"173",0,NA,4,6,67500,1,29,0,"Somerville, Massachusetts",2452,2455,NA,4
"174",0,NA,4,6,112500,1,29,0,"Somerville, Massachusetts",2452,2455,NA,4
"175",1,NA,4,3,67500,0,69,0,"Somerville, Massachusetts",2452,2564,NA,4
"176",0,1,6,6,55000,1,29,0,"Somerville, Massachusetts",2452,2564,0,3
"177",0,NA,4,5,2e+05,1,69,0,"Everett, Massachusetts",2174,2172,0,3
"178",0,NA,4,5,27500,1,69,0,"Winthrop Town, Massachusetts",2418,2418,NA,4
"179",1,NA,4,4,27500,1,69,0,"Quincy, Massachusetts",2295,2369,NA,4
"180",1,NA,NA,4,80000,1,39,1,"Stoneham, Massachusetts",2445,2444,0,3
"181",1,NA,4,3,162500,1,39,1,"Milton, Massachusetts",2856,2867,NA,4
"182",1,0,1,5,55000,1,69,1,"Weymouth Town, Massachusetts",2205,2212,NA,4
"183",1,0,2,2,67500,1,29,0,"Weymouth Town, Massachusetts",2205,2178,0,2
"184",1,0,1,5,137500,1,59,1,"Weymouth Town, Massachusetts",2205,2224,0,3
"185",1,0,2,4,32500,1,69,1,"Weymouth Town, Massachusetts",2205,2224,1,6
"186",1,0,3,2,67500,0,39,1,"Weymouth Town, Massachusetts",2205,2199,NA,4
"187",0,1,5,6,55000,1,29,0,"Boston, Massachusetts",NA,NA,NA,4
"188",0,1,6,6,92500,1,29,1,"Boston, Massachusetts",2507,2443,1,5
"189",1,1,7,5,162500,1,49,1,"Brockton, Massachusetts",1748,1750,0,1
"190",1,1,5,4,92500,1,69,0,"Brockton, Massachusetts",1748,1750,1,5
"191",1,0,3,4,80000,1,59,1,"Brockton, Massachusetts",1748,1737,1,5
"192",0,1,6,6,6250,1,59,1,"Brockton, Massachusetts",1748,1737,NA,4
"193",1,0,1,1,112500,1,39,0,"Bridgewater, Massachusetts",1953,1954,1,7
"194",1,0,2,5,55000,1,49,1,"Middleborough, Massachusetts",1927,1927,0,2
"195",1,NA,4,4,27500,1,21,0,"Plymouth, Massachusetts",1969,1968,1,5
"196",1,0,1,3,67500,1,69,1,"Plymouth, Massachusetts",1969,1968,NA,4
"197",1,0,3,5,137500,1,39,1,"Plymouth, Massachusetts",1969,1968,1,5
"198",1,0,1,6,2e+05,1,79,1,"Plymouth, Massachusetts",1969,1968,1,7
"199",1,0,2,2,162500,1,59,0,"Plymouth, Massachusetts",1969,1968,0,2
"200",1,NA,4,5,55000,0,29,0,"Easton, Massachusetts",2083,1962,0,3
"201",1,0,3,6,137500,0,59,1,"Lexington, Massachusetts",3274,3221,NA,4
"202",1,NA,NA,6,2e+05,1,59,1,"Lexington, Massachusetts",3274,3330,1,7
"203",0,0,3,2,2e+05,1,49,0,"Lexington, Massachusetts",3274,3330,1,5
"204",1,0,2,6,27500,1,69,1,"Brookline, Massachusetts",3022,3056,1,6
"205",0,1,7,6,137500,1,29,1,"Brookline, Massachusetts",3022,2960,0,1
"206",0,1,6,5,137500,1,39,1,"Brookline, Massachusetts",3022,2960,0,2
"207",1,NA,4,6,92500,1,29,0,"Waltham, Massachusetts",2432,2444,0,2
"208",0,0,3,7,22500,0,29,1,"Waltham, Massachusetts",2432,2352,0,3
"209",0,1,7,6,162500,1,49,1,"Newton, Massachusetts",3009,2649,0,1
"210",1,NA,4,6,2e+05,1,39,1,"Newton, Massachusetts",3009,2975,NA,4
"211",1,1,5,7,162500,1,69,1,"Newton, Massachusetts",3009,2952,NA,4
"212",1,0,2,3,2e+05,1,59,1,"Newton, Massachusetts",3009,2892,NA,4
"213",0,0,3,6,67500,1,29,0,"Arlington, Massachusetts",2619,2571,0,3
"214",1,0,3,2,32500,1,79,0,"Arlington, Massachusetts",2619,2571,0,3
"215",0,0,3,6,32500,1,49,1,"Arlington, Massachusetts",2619,2571,0,2
"216",1,NA,4,5,2e+05,1,69,1,"Arlington, Massachusetts",2619,2716,NA,4
"217",1,1,5,6,2e+05,1,69,1,"Arlington, Massachusetts",2619,2716,NA,4
"218",1,NA,4,5,80000,1,79,1,"Belmont, Massachusetts",2866,2889,0,3
"219",1,0,3,6,112500,1,59,0,"Belmont, Massachusetts",2866,2889,1,7
"220",1,0,1,2,2e+05,1,79,1,"Belmont, Massachusetts",2866,2889,1,6
"221",1,NA,4,7,2e+05,1,69,1,"Needham, Massachusetts",3411,3549,NA,4
"222",1,NA,4,7,2e+05,1,59,1,"Needham, Massachusetts",3411,3233,NA,4
"223",1,NA,NA,2,67500,1,79,1,"Falmouth, Massachusetts",1879,1878,1,7
"224",1,0,2,5,80000,1,39,0,"Wareham, Massachusetts",1615,1640,NA,4
"225",0,NA,4,2,45000,1,49,1,"Wareham, Massachusetts",1615,1640,NA,4
"226",0,NA,4,2,27500,1,69,1,"Falmouth, Massachusetts",2076,2078,0,1
"227",1,1,5,4,3500,1,69,0,"Barnstable Town, Massachusetts",1885,1625,0,3
"228",1,0,2,2,45000,1,29,1,"Barnstable Town, Massachusetts",1885,1625,1,6
"229",1,0,2,3,67500,1,79,1,"Eastham, Massachusetts",NA,NA,0,2
"230",1,0,2,6,6250,0,79,1,"Mashpee, Massachusetts",1866,1863,0,2
"231",1,0,1,2,45000,1,69,1,"Mashpee, Massachusetts",1866,1863,0,3
"232",1,NA,4,4,45000,1,49,0,"Taunton, Massachusetts",1555,1620,1,6
"233",1,0,3,2,137500,1,59,1,"Taunton, Massachusetts",1555,1620,0,1
"234",1,NA,4,4,80000,1,59,0,"Fairhaven, Massachusetts",1506,1506,0,2
"235",0,NA,4,4,11250,1,59,1,"Fall River, Massachusetts",1423,1397,NA,4
"236",0,NA,4,4,22500,1,29,0,"Fall River, Massachusetts",1423,1397,NA,4
"237",0,0,2,5,80000,1,29,0,"Fall River, Massachusetts",1423,1307,1,6
"238",0,NA,4,4,6250,1,29,0,"Fall River, Massachusetts",1423,1307,NA,4
"239",1,0,2,6,37500,1,49,0,"Fall River, Massachusetts",NA,NA,NA,4
"240",0,NA,4,2,17500,1,49,1,"Fall River, Massachusetts",NA,NA,NA,4
"241",1,NA,4,5,92500,1,49,1,"Somerset, Massachusetts",1609,1555,0,1
"242",1,0,2,7,92500,1,59,0,"Somerset, Massachusetts",1609,1622,1,5
"243",1,0,2,7,55000,1,59,1,"Mattapoisett, Massachusetts",1965,1960,1,6
"244",0,1,7,4,11250,0,29,0,"New Bedford, Massachusetts",1351,1263,0,1
"245",0,0,2,4,11250,1,39,0,"New Bedford, Massachusetts",1351,1416,0,2
"246",1,0,1,3,92500,1,69,0,"North Attleborough, Massachusetts",1796,1957,NA,4
"247",1,NA,NA,4,162500,0,59,0,"North Attleborough, Massachusetts",1796,1957,NA,4
"248",0,NA,4,4,27500,1,39,1,"North Attleborough, Massachusetts",1796,1957,NA,4
"249",1,NA,4,3,55000,1,69,0,"North Attleborough, Massachusetts",1796,1957,0,2
"250",1,0,1,6,67500,1,79,1,"North Attleborough, Massachusetts",1796,1957,0,3
"251",1,0,3,5,112500,1,69,1,"Rochester, Massachusetts",2088,2085,NA,4
"252",1,NA,4,2,162500,1,59,1,"Seekonk, Massachusetts",1846,1845,0,2
"253",0,1,5,6,11250,1,69,0,"Swansea, Massachusetts",1669,1665,NA,NA
"254",1,NA,NA,2,55000,1,59,1,"Berkley, Massachusetts",1889,1893,0,3
"255",0,1,5,4,67500,1,29,1,"Taunton, Massachusetts",1555,1553,0,3
"256",1,1,5,4,45000,1,69,1,"Taunton, Massachusetts",1555,1553,1,6
"257",0,NA,4,5,45000,1,21,0,"Taunton, Massachusetts",1555,1553,NA,4
"258",1,NA,4,3,55000,1,29,0,"Bristol, Rhode Island",1966,1972,0,3
"259",1,NA,4,4,45000,1,49,1,"Bristol, Rhode Island",1966,1972,NA,4
"260",1,1,5,6,92500,1,59,0,"Lincoln, Rhode Island",NA,1422,0,2
"261",1,1,5,7,67500,1,21,0,"North Kingstown, Rhode Island",NA,NA,0,2
"262",1,NA,4,6,112500,0,59,0,"Cumberland, Rhode Island",1602,1604,NA,4
"263",1,0,2,4,80000,1,59,1,"Portsmouth, Rhode Island",2142,2146,1,6
"264",1,0,1,5,137500,1,59,1,"Portsmouth, Rhode Island",2142,2146,1,6
"265",1,0,3,4,27500,1,69,0,"Tiverton, Rhode Island",1814,1817,1,5
"266",1,0,1,4,67500,1,21,0,"Tiverton, Rhode Island",1814,1817,1,7
"267",1,0,2,3,55000,1,69,0,"Narragansett, Rhode Island",NA,1801,1,6
"268",1,NA,4,4,55000,1,59,0,"Warwick, Rhode Island",1541,1568,0,3
"269",1,0,3,6,92500,1,29,1,"Warwick, Rhode Island",1541,1530,0,3
"270",1,NA,4,6,67500,1,29,0,"Warwick, Rhode Island",1541,1530,1,5
"271",1,NA,4,1,137500,1,49,1,"Warwick, Rhode Island",1541,1518,NA,4
"272",1,0,1,3,92500,0,49,0,"Warwick, Rhode Island",1541,1518,0,2
"273",1,0,1,3,45000,1,69,1,"Warwick, Rhode Island",1541,1518,1,7
"274",0,1,5,4,55000,1,29,1,"Westerly, Rhode Island",1464,1464,0,3
"275",1,0,2,5,37500,1,39,1,"Westerly, Rhode Island",1464,1464,1,6
"276",1,NA,NA,5,2e+05,1,49,1,"Westerly, Rhode Island",1464,1464,1,7
"277",1,NA,NA,4,17500,1,79,0,"Woonsocket, Rhode Island",1300,1299,0,2
"278",1,NA,4,5,22500,1,69,0,"North Smithfield, Rhode Island",1585,1587,NA,4
"279",0,NA,4,5,137500,1,69,0,"Providence, Rhode Island",1424,1480,0,3
"280",1,1,6,4,92500,0,69,0,"Providence, Rhode Island",1424,1803,1,5
"281",1,1,6,5,2e+05,1,39,1,"Providence, Rhode Island",1424,1803,0,1
"282",0,1,7,4,67500,0,29,0,"East Providence, Rhode Island",1560,1517,0,1
"283",1,NA,4,2,67500,1,49,1,"Auburn, New Hampshire",1953,1950,1,6
"284",1,0,2,2,55000,1,29,0,"Epping, New Hampshire",1698,1695,1,7
"285",1,NA,NA,2,80000,1,69,1,"Fremont, New Hampshire",1803,1799,0,3
"286",1,NA,4,1,67500,1,59,1,"Goffstown, New Hampshire",1652,1659,0,3
"287",1,0,2,4,112500,1,49,0,"Londonderry, New Hampshire",1986,1995,1,6
"288",1,0,2,3,92500,1,69,1,"Merrimack, New Hampshire",1881,1887,0,2
"289",1,0,3,3,45000,1,69,1,"Nashua, New Hampshire",1774,1592,1,6
"290",1,0,2,4,80000,1,49,0,"Nashua, New Hampshire",1774,1592,0,3
"291",1,1,5,6,55000,1,59,1,"Nashua, New Hampshire",1774,1882,NA,4
"292",1,0,1,4,11250,1,59,1,"Nashua, New Hampshire",1774,1699,NA,4
"293",1,NA,4,3,92500,1,79,1,"Nashua, New Hampshire",1774,1699,NA,4
"294",1,NA,4,4,67500,1,69,0,"Nashua, New Hampshire",1774,1699,NA,4
"295",0,1,5,3,67500,1,39,1,"Nashua, New Hampshire",1774,1809,0,3
"296",1,0,3,4,22500,1,79,0,"Nashua, New Hampshire",1774,1809,0,2
"297",1,0,1,4,137500,1,29,1,"Manchester, New Hampshire",1530,1488,1,7
"298",0,1,5,7,55000,1,29,0,"Manchester, New Hampshire",1530,1488,NA,4
"299",1,NA,4,4,112500,1,39,0,"Hooksett, New Hampshire",1577,1592,1,6
"300",1,0,2,2,2e+05,1,59,1,"Bedford, New Hampshire",2466,2494,NA,4
"301",1,1,5,4,2e+05,1,59,1,"Bedford, New Hampshire",2466,2494,NA,4
"302",1,0,3,2,112500,1,69,1,"Bedford, New Hampshire",2466,2494,1,5
"303",1,0,2,6,137500,1,59,1,"Sandwich, New Hampshire",1376,1396,0,3
"304",1,1,6,4,112500,1,69,1,"Henniker, New Hampshire",NA,NA,0,2
"305",1,NA,NA,2,80000,1,69,0,"Gilford, New Hampshire",1298,1290,0,1
"306",1,1,5,2,2e+05,1,59,0,"Gilford, New Hampshire",1298,1290,0,2
"307",1,1,5,2,112500,1,49,0,"Weare, New Hampshire",1640,1664,0,3
"308",1,0,2,2,112500,1,49,1,"Weare, New Hampshire",1640,1664,0,2
"309",1,0,2,5,80000,1,69,1,"Concord, New Hampshire",1381,1417,NA,4
"310",0,0,2,4,67500,1,59,1,"Concord, New Hampshire",1381,1417,0,2
"311",1,1,7,4,2e+05,0,39,0,"Swanzey, New Hampshire",1389,1391,1,7
"312",1,1,5,2,45000,0,49,1,"Bethlehem, New Hampshire",1179,1177,0,3
"313",1,NA,4,7,112500,1,29,1,"Plainfield, New Hampshire",NA,NA,NA,4
"314",1,0,3,2,112500,1,69,0,"Plainfield, New Hampshire",1488,1492,1,5
