"","ownership_dummy","version","prop_a_dummy","prop_d_dummy","prop_f_dummy","prop_i_dummy","ten_plan_dummy","prop_i_ban_dummy","ideology_num","income_num","white_dummy","age","gender_dummy"
"1",1,1,1,1,1,1,1,1,3,NA,0,NA,NA
"2",1,1,1,1,1,1,1,1,6,4,1,54,0
"3",1,2,NA,NA,NA,NA,1,NA,6,NA,1,64,1
"4",1,3,0,1,0,1,0,1,NA,NA,0,NA,NA
"5",1,3,0,0,1,0,0,0,5,5,1,65,1
"6",1,4,1,NA,1,0,0,1,3,5,0,NA,NA
"7",1,4,0,0,1,1,0,1,4,5,1,40,0
"8",1,5,1,1,0,0,1,0,1,6,0,26,1
"9",1,5,1,1,1,1,1,1,5,4,1,64,0
"10",1,6,0,0,1,1,0,1,5,5,1,56,0
"11",1,6,1,1,0,0,1,1,4,3,1,63,0
"12",1,1,0,0,1,1,1,1,6,4,1,61,0
"13",1,1,1,0,1,1,1,1,6,6,1,36,0
"14",1,1,1,1,NA,0,1,0,6,5,1,41,NA
"15",1,1,0,0,0,1,NA,1,6,5,1,46,1
"16",1,1,0,1,0,0,0,0,4,5,1,41,0
"17",1,2,1,0,0,0,0,0,4,4,1,61,0
"18",1,2,0,0,0,0,0,0,4,6,1,41,0
"19",1,2,0,0,0,1,1,1,6,6,1,41,1
"20",1,2,1,1,0,0,1,0,5,6,0,38,1
"21",1,2,1,1,0,0,1,0,5,6,0,39,1
"22",1,3,1,1,1,1,0,1,6,5,1,32,1
"23",1,3,0,0,0,0,NA,1,4,5,1,39,0
"24",1,3,0,0,0,0,0,0,4,4,0,40,1
"25",1,3,0,0,1,1,NA,NA,4,5,0,NA,1
"26",1,3,1,1,0,0,NA,0,6,5,1,55,1
"27",1,4,1,1,0,0,NA,0,6,4,0,38,1
"28",1,4,0,1,1,0,0,0,4,3,1,46,1
"29",1,4,1,1,0,0,0,0,6,5,1,39,0
"30",1,4,1,1,1,0,NA,0,6,6,1,40,1
"31",1,4,NA,NA,NA,NA,NA,NA,6,6,1,42,1
"32",1,5,1,1,0,0,1,1,6,5,1,55,0
"33",1,5,NA,NA,NA,NA,NA,NA,7,2,1,72,0
"34",1,5,1,1,1,1,NA,1,6,3,1,23,0
"35",1,6,1,1,1,0,1,0,4,5,1,60,1
"36",1,6,1,0,1,1,NA,1,7,1,0,24,1
"37",1,6,1,1,0,0,1,0,6,6,1,44,1
"38",1,6,1,1,0,0,1,0,6,5,1,46,0
"39",1,4,1,1,1,1,0,1,4,3,0,76,1
"40",1,5,NA,NA,NA,NA,NA,NA,4,4,1,NA,1
"41",1,1,1,1,0,0,NA,0,4,5,1,23,0
"42",1,1,1,0,1,0,NA,NA,5,5,1,71,0
"43",1,2,1,1,NA,0,1,0,5,2,1,53,0
"44",1,2,1,0,1,0,NA,NA,6,4,1,71,1
"45",1,3,1,1,1,1,0,0,5,6,1,74,1
"46",1,3,1,1,1,0,NA,0,5,5,1,48,1
"47",1,3,1,1,1,1,0,1,6,1,0,39,0
"48",1,3,0,0,1,1,NA,1,6,6,1,44,0
"49",1,3,1,0,1,1,0,1,7,5,1,55,0
"50",1,4,1,1,0,0,0,1,6,1,0,33,1
"51",1,4,1,0,1,1,0,1,7,5,1,45,1
"52",1,5,NA,1,1,0,NA,0,5,5,1,NA,1
"53",1,5,0,0,1,0,1,0,5,6,1,60,1
"54",1,6,1,1,1,0,NA,0,4.5,5,1,67,0
"55",1,6,0,1,1,0,NA,0,4,4,1,82,1
"56",1,6,0,0,1,0,NA,0,5,6,1,46,1
"57",1,1,0,0,1,0,0,0,4,6,1,NA,1
"58",1,1,1,0,1,1,1,1,NA,NA,0,NA,NA
"59",1,3,1,1,1,1,1,1,4,5,1,61,1
"60",1,3,1,1,1,0,NA,0,5,4,1,51,1
"61",1,3,1,1,1,1,0,1,6,4,1,68,1
"62",1,4,1,1,1,1,0,1,4,NA,1,NA,0
"63",1,4,1,0,1,1,0,0,7,3,1,75,0
"64",1,4,0,0,1,0,0,0,5,5,1,43,0
"65",1,5,1,1,0,1,1,1,NA,NA,0,NA,NA
"66",1,5,1,1,0,1,1,1,NA,NA,0,NA,NA
"67",1,6,0,0,1,1,1,1,5,3,0,59,1
"68",1,6,1,1,0,1,0,1,2,NA,0,73,1
"69",1,1,1,1,0,0,NA,0,5,5,1,34,1
"70",1,1,1,1,0,0,1,NA,5,5,1,43,0
"71",1,1,NA,0,1,NA,1,NA,6,NA,1,37,0
"72",1,1,0,1,0,0,0,0,3,5,1,67,1
"73",1,2,NA,NA,NA,NA,NA,NA,7,5,1,40,1
"74",1,2,0,0,0,0,0,NA,NA,NA,0,NA,NA
"75",1,2,1,1,0,1,1,1,5,2,0,50,0
"76",1,2,1,1,0,0,1,0,4,6,1,38,0
"77",1,2,1,1,0,0,1,0,7,5,0,NA,0
"78",1,2,1,1,0,1,NA,1,5,5,1,51,1
"79",1,2,1,1,0,0,0,NA,5,NA,1,35,0
"80",1,3,1,1,0,1,0,1,7,5,1,45,1
"81",1,3,1,1,0,0,NA,0,5,5,1,56,1
"82",1,3,1,1,0,1,0,1,7,5,1,59,1
"83",1,3,1,1,0,0,0,0,6,5,1,33,1
"84",1,3,1,0,0,0,0,1,7,5,0,54,0
"85",1,3,0,1,0,0,1,0,7,5,1,38,1
"86",1,4,1,1,1,1,0,1,6,4,1,44,0
"87",1,4,1,1,0,0,0,0,5,3,1,63,1
"88",1,4,0,0,0,1,0,1,5,1,1,48,1
"89",1,4,1,1,0,0,0,0,6,5,1,71,1
"90",1,4,1,1,0,0,0,NA,6,NA,1,66,1
"91",1,5,1,1,0,0,0,0,5,1,1,56,1
"92",1,5,0,1,NA,0,1,1,4,4,1,68,1
"93",1,5,1,0,1,0,0,1,4,5,1,41,1
"94",1,5,1,1,0,0,1,0,7,6,1,37,0
"95",1,6,0,0,1,1,1,1,7,2,1,64,0
"96",1,6,1,1,1,1,NA,NA,6,3,0,39,0
"97",1,6,1,0,0,1,1,1,4,5,1,52,1
"98",1,6,0,0,0,0,1,0,4,6,0,40,0
"99",1,6,1,1,0,0,1,1,5,5,1,35,0
"100",1,1,1,1,0,1,1,NA,7,5,1,54,0
"101",1,1,1,1,1,0,NA,0,5,4,1,53,1
"102",1,1,1,1,1,1,NA,NA,5,4,1,45,0
"103",1,1,1,1,0,0,NA,0,3,5,1,54,1
"104",1,1,0,0,0,0,NA,NA,NA,NA,0,NA,NA
"105",1,1,1,1,0,0,NA,0,6,6,0,31,1
"106",1,2,1,1,0,0,1,0,5,6,1,28,0
"107",1,2,1,1,1,1,1,1,5,6,1,45,1
"108",1,2,1,1,0,1,1,1,6,5,1,58,1
"109",1,2,1,1,0,0,1,NA,6,5,1,34,0
"110",1,2,0,0,1,1,1,1,7,5,1,50,1
"111",1,2,NA,NA,0,NA,1,NA,6,3,0,38,0
"112",1,2,1,1,1,0,1,0,6,4,1,32,1
"113",1,3,1,1,1,1,0,NA,6,3,1,55,1
"114",1,3,1,1,0,0,1,0,5,5,0,57,1
"115",1,4,1,1,1,1,0,NA,6,4,1,34,1
"116",1,4,1,0,1,1,0,1,6,3,1,79,1
"117",1,4,0,0,1,1,NA,1,5,6,0,43,1
"118",1,5,1,1,1,1,NA,1,6,4,1,44,0
"119",1,5,0,0,0,1,1,1,7,3,0,49,0
"120",1,5,NA,NA,NA,NA,NA,NA,6,4,1,28,1
"121",1,5,1,1,0,0,1,0,5,6,0,41,1
"122",1,5,1,1,0,0,1,0,7,6,1,43,1
"123",1,5,0,0,0,0,0,0,4,3,0,60,1
"124",1,5,1,1,0,0,NA,0,5,5,1,55,1
"125",1,5,0,1,0,0,NA,0,5,5,0,18,1
"126",1,5,1,NA,0,1,1,1,6,5,0,53,1
"127",1,6,1,1,0,1,NA,NA,5,5,1,47,0
"128",1,6,1,1,1,NA,1,NA,6,NA,1,50,1
"129",1,6,1,1,1,1,0,1,6,3,1,NA,0
"130",1,6,NA,NA,NA,NA,1,0,4,4,1,58,1
"131",1,6,0,1,1,1,0,1,5,5,1,66,1
"132",1,6,1,1,0,0,1,0,7,5,1,30,0
"133",1,6,1,1,0,0,1,0,6,5,0,30,0
"134",1,6,0,1,0,0,NA,NA,6,3,0,58,1
"135",1,6,NA,NA,NA,NA,NA,NA,6,5,1,54,1
"136",1,1,1,0,0,1,1,1,7,2,0,64,0
"137",1,1,1,1,1,1,1,1,6,5,1,38,1
"138",1,2,1,1,0,0,1,0,6,5,0,51,1
"139",1,2,1,1,0,0,1,NA,5,5,0,35,1
"140",1,2,1,1,1,1,1,1,5,5,1,49,1
"141",1,3,NA,1,0,NA,NA,NA,NA,NA,0,NA,NA
"142",1,3,0,1,1,0,1,0,4,6,1,NA,1
"143",1,4,1,1,0,1,0,1,6,4,1,35,1
"144",1,4,1,1,1,1,0,1,6,5,1,59,1
"145",1,4,0,1,0,0,1,0,4,5,1,39,1
"146",1,6,1,1,1,0,1,0,5,5,1,48,1
"147",1,1,1,0,1,1,1,1,6,3,1,73,0
"148",1,2,0,1,1,1,0,1,6,4,1,74,1
"149",1,3,1,1,1,1,0,1,6,NA,0,47,0
"150",1,4,0,1,1,0,0,0,4,6,0,41,1
"151",1,5,1,1,0,0,1,0,6,6,1,34,1
"152",1,6,1,1,0,NA,1,NA,6,4,1,69,1
"153",1,1,1,1,1,0,1,0,5,3,1,25,1
"154",1,2,NA,1,0,0,0,0,6,4,1,NA,1
"155",1,4,1,0,0,0,NA,0,6,5,1,47,1
"156",1,5,1,1,0,1,NA,1,7,4,0,48,0
"157",1,5,1,1,0,0,1,0,2,1,1,36,0
"158",1,6,1,1,0,NA,1,0,3,3,0,47,NA
"159",1,6,1,1,0,1,0,1,6,5,0,29,1
"160",1,1,1,1,0,0,1,0,5,5,1,42,1
"161",1,1,1,0,0,1,1,1,7,5,1,52,0
"162",1,2,1,1,0,0,1,0,5,6,0,51,1
"163",1,2,0,1,0,0,1,0,4,6,1,41,1
"164",1,2,1,1,0,0,1,0,5,6,1,40,1
"165",1,3,0,0,1,0,NA,0,7,3,1,66,1
"166",1,3,0,0,0,1,0,1,4,4,0,49,0
"167",1,3,NA,NA,NA,NA,NA,NA,NA,3,1,44,1
"168",1,3,NA,1,0,0,0,0,7,1,1,50,0
"169",1,3,1,1,0,1,NA,1,7,2,1,44,0
"170",1,3,1,1,1,0,0,NA,6,2,1,59,0
"171",1,3,1,0,0,0,NA,0,7,6,0,46,1
"172",1,4,1,1,0,0,1,0,6,5,1,41,1
"173",1,4,1,NA,1,1,0,1,7,2,1,69,0
"174",1,4,NA,NA,NA,NA,NA,NA,6,4,1,45,0
"175",1,4,1,0,0,0,0,0,6,6,1,46,0
"176",1,5,1,1,0,1,1,1,6,4,1,49,0
"177",1,6,1,1,1,1,NA,1,NA,NA,0,NA,NA
"178",1,6,1,1,0,0,1,0,5,6,1,38,0
"179",1,6,0,1,0,0,NA,0,3,6,0,43,0
"180",1,1,1,1,NA,1,NA,1,NA,2,0,NA,NA
"181",1,1,1,1,NA,NA,1,NA,6,3,0,40,1
"182",1,1,1,1,1,0,1,0,6,5,1,68,1
"183",1,1,0,1,0,0,0,0,3,6,1,39,1
"184",1,2,1,1,0,0,1,0,6,2,1,30,1
"185",1,2,0,0,0,1,1,1,5,3,1,66,0
"186",1,2,0,1,0,1,1,1,6,3,1,42,0
"187",1,3,1,0,1,1,0,1,6,5,1,29,1
"188",1,3,0,1,NA,1,NA,NA,NA,3,0,NA,NA
"189",1,3,1,0,1,1,0,1,6,3,1,62,0
"190",1,3,1,0,1,1,0,1,6,1,1,28,0
"191",1,3,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA
"192",1,3,0,1,0,1,0,1,6,2,1,48,1
"193",1,4,1,1,1,1,0,1,6,2,1,31,0
"194",1,4,1,1,1,1,NA,NA,NA,NA,0,NA,NA
"195",1,4,1,1,0,0,0,0,4,4,0,74,1
"196",1,4,1,0,1,1,0,NA,7,4,1,72,0
"197",1,4,1,1,0,0,0,NA,4,3,0,NA,0
"198",1,5,1,1,0,0,1,0,5,4,0,24,1
"199",1,5,1,1,0,1,NA,1,6,3,0,29,0
"200",1,5,0,0,0,0,NA,NA,6,3,0,43,0
"201",1,6,1,1,1,1,NA,1,6,2,1,32,1
"202",1,6,1,1,0,1,0,1,7,4,0,43,1
"203",1,6,NA,NA,NA,NA,NA,NA,7,NA,1,64,0
"204",1,1,1,NA,0,NA,1,0,6,6,1,58,0
"205",1,1,1,0,1,1,1,NA,6,5,1,62,0
"206",1,1,0,1,0,0,NA,NA,5,NA,0,63,0
"207",1,1,0,0,0,0,0,1,4,3,0,59,0
"208",1,1,NA,1,0,0,NA,0,4,4,0,55,1
"209",1,2,1,1,0,0,1,0,4,4,1,62,1
"210",1,2,1,1,0,0,1,0,6,3,1,84,1
"211",1,3,1,1,0,0,NA,NA,5,5,1,54,1
"212",1,3,1,0,0,1,0,0,4,3,1,NA,0
"213",1,3,0,0,0,0,NA,0,6,6,0,41,1
"214",1,3,NA,0,1,1,0,1,7,2,1,47,0
"215",1,3,1,1,0,0,1,0,6,1,1,65,1
"216",1,3,0,1,0,0,NA,0,3,6,0,54,0
"217",1,3,NA,NA,1,1,0,NA,NA,NA,0,NA,0
"218",1,4,1,1,1,1,0,NA,4,1,1,69,1
"219",1,4,1,1,0,0,NA,0,5,5,1,36,0
"220",1,4,1,1,0,1,NA,NA,5,3,1,65,0
"221",1,4,1,1,1,1,NA,1,NA,NA,0,NA,NA
"222",1,4,0,0,0,NA,0,0,3,2,0,30,NA
"223",1,5,1,1,1,1,1,NA,6,3,0,62,1
"224",1,5,NA,NA,NA,NA,NA,NA,2,6,0,65,1
"225",1,5,1,1,0,0,1,0,3,5,1,59,0
"226",1,5,1,1,0,0,1,0,4,3,0,65,1
"227",1,5,1,0,1,1,NA,1,6,3,0,46,1
"228",1,6,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA
"229",1,6,1,1,0,1,1,NA,7,3,1,47,1
"230",1,6,1,0,0,0,1,1,4,3,1,86,1
"231",1,6,0,0,0,1,NA,1,5,4,1,57,0
"232",1,6,0,0,0,0,1,0,NA,NA,0,NA,NA
"233",1,6,NA,NA,NA,NA,NA,NA,2,1,0,78,0
"234",1,6,0,1,1,0,NA,0,5,3,1,63,0
"235",0,1,0,1,0,1,0,0,NA,NA,0,NA,NA
"236",0,2,0,0,1,0,NA,NA,NA,NA,0,NA,NA
"237",0,2,1,1,0,0,1,0,4,3,0,23,1
"238",0,6,NA,NA,NA,NA,NA,NA,NA,4,1,NA,1
"239",0,1,1,1,1,1,NA,NA,7,1,1,27,0
"240",0,1,1,0,0,0,1,0,5,4,1,70,1
"241",0,1,1,0,1,1,NA,1,5,3,1,45,1
"242",0,1,1,1,0,0,0,0,4,6,1,49,1
"243",0,1,1,0,0,1,1,0,5,5,1,NA,0
"244",0,1,1,1,1,1,1,NA,6,1,1,45,1
"245",0,2,1,1,1,1,1,NA,6,2,0,32,1
"246",0,2,1,0,0,1,1,1,5,5,0,29,0
"247",0,2,1,1,0,1,NA,0,5,5,1,38,1
"248",0,2,1,1,0,0,1,0,7,4,1,44,1
"249",0,2,1,1,0,0,1,0,4,3,1,45,1
"250",0,2,1,0,1,1,NA,1,7,3,0,55,NA
"251",0,2,1,1,1,1,1,NA,NA,4,1,48,1
"252",0,3,1,1,0,0,1,0,5,6,0,32,1
"253",0,3,1,1,0,0,0,1,4,1,1,NA,0
"254",0,3,0,NA,NA,NA,0,0,4,5,1,38,0
"255",0,3,1,0,1,1,0,1,2.5,3,1,45,0
"256",0,3,1,1,0,1,NA,1,6,6,0,47,1
"257",0,3,1,0,0,0,0,0,4,2,0,65,1
"258",0,4,1,0,0,1,0,1,6,5,1,32,1
"259",0,4,1,1,0,1,0,0,7,3,0,26,0
"260",0,4,1,NA,0,0,0,NA,5,4,1,39,0
"261",0,4,1,1,0,1,0,1,NA,NA,0,NA,NA
"262",0,4,1,0,0,0,0,0,2,6,1,53,1
"263",0,4,1,0,0,1,0,1,7,3,0,41,1
"264",0,4,1,1,0,0,0,0,7,5,0,31,1
"265",0,5,1,1,1,0,1,NA,5,4,0,27,0
"266",0,5,1,1,1,0,1,0,7,5,1,31,1
"267",0,5,1,1,1,1,NA,NA,6,2,0,29,1
"268",0,5,1,1,0,1,1,0,4,5,0,31,1
"269",0,5,1,1,0,1,1,0,5,5,1,30,1
"270",0,5,1,1,0,0,1,0,6,2,1,31,1
"271",0,5,NA,NA,1,1,0,1,6,2,1,37,1
"272",0,5,NA,NA,0,0,1,0,5,4,0,22,1
"273",0,5,1,0,1,1,1,1,6,4,1,54,1
"274",0,6,1,1,0,0,NA,0,5,4,1,38,0
"275",0,6,0,0,1,1,0,1,3,1,1,49,0
"276",0,6,1,0,0,1,NA,NA,NA,3,0,71,0
"277",0,6,1,1,1,0,1,0,6,5,1,35,1
"278",0,6,1,1,1,1,0,1,6,2,1,46,0
"279",0,6,1,1,0,0,1,1,NA,NA,0,NA,NA
"280",0,3,NA,1,NA,1,0,1,4,5,0,50,0
"281",0,5,1,1,0,0,NA,NA,NA,NA,0,NA,NA
"282",0,6,1,0,1,1,0,1,4,2,0,42,0
"283",0,6,NA,1,0,NA,NA,NA,NA,NA,0,NA,NA
"284",0,1,1,1,1,1,1,1,7,2,1,61,1
"285",0,1,1,1,0,0,1,0,5,4,1,32,0
"286",0,1,0,1,0,1,1,NA,5,4,0,29,0
"287",0,1,0,0,0,0,0,0,3,5,0,28,1
"288",0,1,1,0,1,1,1,NA,5,4,0,66,1
"289",0,1,1,1,0,1,NA,NA,5,6,1,28,0
"290",0,1,1,1,1,1,1,1,6,3,1,55,1
"291",0,1,1,1,0,0,1,0,5,2,1,32,1
"292",0,1,1,1,0,NA,NA,NA,4,2,1,64,0
"293",0,2,NA,NA,NA,NA,NA,NA,6,3,1,50,1
"294",0,2,1,0,1,0,1,NA,NA,NA,0,NA,NA
"295",0,2,1,1,1,1,1,1,6,2,1,59,1
"296",0,2,0,0,1,1,NA,1,6,3,0,61,1
"297",0,2,1,1,0,0,NA,0,4,5,0,28,0
"298",0,2,1,1,1,0,1,0,7,5,1,38,1
"299",0,2,0,0,1,1,NA,1,4,5,0,NA,0
"300",0,2,1,0,1,1,1,1,4,3,1,50,0
"301",0,3,1,1,0,1,0,1,5,3,1,62,1
"302",0,3,1,1,1,1,0,1,4,4,0,32,1
"303",0,3,1,1,1,1,0,1,4,5,1,33,0
"304",0,3,1,1,1,0,0,0,7,3,1,75,1
"305",0,3,1,1,0,NA,NA,NA,6,4,1,35,0
"306",0,3,1,1,0,0,1,0,5,5,1,29,1
"307",0,4,1,1,0,0,0,NA,6,2,0,60,0
"308",0,4,1,1,1,1,0,NA,7,2,1,72,1
"309",0,4,0,0,1,1,0,1,7,1,1,50,0
"310",0,4,1,1,0,0,NA,0,6,3,1,37,1
"311",0,4,1,NA,0,NA,0,NA,6,3,1,39,0
"312",0,4,1,1,1,1,0,1,7,3,0,NA,1
"313",0,4,1,1,0,0,1,0,4,3,0,44,1
"314",0,4,1,1,1,0,NA,0,5,4,1,28,0
"315",0,4,1,0,0,1,0,1,4,4,1,29,0
"316",0,5,NA,NA,NA,NA,NA,NA,7,5,1,37,0
"317",0,5,1,1,0,0,1,0,5,2,1,34,0
"318",0,5,1,0,1,1,0,1,7,NA,1,NA,0
"319",0,5,1,1,0,0,1,0,5,5,1,41,1
"320",0,5,1,1,0,0,1,0,5,5,1,26,0
"321",0,5,1,1,0,1,NA,NA,4,4,1,49,0
"322",0,5,1,1,1,0,NA,NA,5,2,0,61,1
"323",0,5,1,1,1,1,NA,1,7,5,1,54,0
"324",0,6,NA,0,1,1,NA,NA,6,4,1,56,1
"325",0,6,1,1,1,1,NA,NA,NA,NA,0,NA,NA
"326",0,6,1,1,1,1,NA,1,6,2,1,23,0
"327",0,6,1,1,0,0,1,0,5,1,1,NA,1
"328",0,6,1,1,1,1,NA,NA,6,4,1,41,0
"329",0,1,1,1,1,1,1,NA,4,3,0,50,1
"330",0,3,1,1,1,1,NA,1,NA,3,0,33,NA
"331",0,4,1,1,1,1,0,1,5,3,1,45,1
"332",0,5,1,1,1,1,1,NA,4,3,0,45,1
"333",0,6,1,1,1,1,NA,1,4,5,0,NA,1
"334",0,1,1,0,1,1,1,1,7,4,1,33,1
"335",0,1,1,1,0,0,1,0,5,5,1,25,1
"336",0,1,1,1,1,1,NA,NA,6,2,1,41,0
"337",0,1,1,1,1,1,1,1,6,5,1,30,1
"338",0,1,1,0,1,0,1,1,6,4,0,62,1
"339",0,1,0,0,1,1,1,1,6,6,0,37,1
"340",0,1,1,1,0,0,1,0,6,5,1,36,1
"341",0,1,1,1,0,0,1,NA,5,4,0,28,1
"342",0,1,1,1,1,0,NA,0,6,2,1,29,1
"343",0,1,1,1,1,1,1,1,7,4,0,69,1
"344",0,1,1,0,0,0,NA,NA,4,2,0,53,0
"345",0,1,1,1,1,0,1,NA,7,6,0,33,0
"346",0,1,1,1,1,1,1,1,7,1,0,NA,0
"347",0,1,1,0,1,1,1,1,5,3,1,38,0
"348",0,2,1,1,1,1,1,1,7,2,1,43,0
"349",0,2,1,0,1,1,NA,1,7,3,1,59,1
"350",0,2,1,1,0,0,1,0,6,5,0,29,1
"351",0,2,1,1,0,0,NA,1,NA,2,0,NA,0
"352",0,2,0,1,0,0,1,0,6,6,1,29,1
"353",0,2,1,1,1,1,1,0,6,4,0,35,1
"354",0,2,1,1,0,0,NA,0,6,5,1,45,1
"355",0,2,1,1,0,0,1,0,6,2,1,32,1
"356",0,2,1,1,1,0,1,0,NA,NA,0,23,1
"357",0,2,1,1,1,1,NA,NA,5,3,1,73,1
"358",0,3,1,1,1,1,0,1,7,4,1,32,1
"359",0,3,1,1,1,1,0,1,NA,NA,0,NA,NA
"360",0,3,NA,1,0,0,NA,0,6,5,0,34,1
"361",0,3,0,1,0,0,1,1,5,5,0,29,1
"362",0,3,1,0,1,1,0,1,4,3,0,31,0
"363",0,3,1,1,1,1,0,1,6,1,0,38,0
"364",0,3,1,1,1,1,NA,1,7,5,1,33,0
"365",0,3,1,1,0,0,1,0,5,5,1,37,0
"366",0,3,1,1,1,0,0,NA,6,2,1,40,0
"367",0,3,1,1,1,0,1,0,6,4,0,31,0
"368",0,3,1,1,1,0,1,0,7,6,1,45,1
"369",0,3,1,1,1,0,0,0,7,4,1,41,1
"370",0,4,0,0,1,0,0,0,5,1,0,51,0
"371",0,4,1,1,1,1,0,1,NA,NA,0,NA,NA
"372",0,4,1,1,0,0,1,0,5,5,1,29,1
"373",0,4,1,1,0,0,1,0,6,5,1,41,1
"374",0,4,1,1,1,0,1,0,3,4,1,26,1
"375",0,4,1,1,1,0,0,0,6,3,1,32,1
"376",0,4,1,1,1,1,0,1,6,4,0,32,0
"377",0,4,1,1,0,1,1,0,6,5,0,28,1
"378",0,4,1,1,1,1,0,1,4,5,1,29,0
"379",0,4,1,1,1,1,0,1,7,2,0,27,0
"380",0,4,1,0,1,1,0,1,7,2,0,46,0
"381",0,4,1,1,1,1,0,1,7,2,0,23,1
"382",0,4,1,1,1,1,NA,NA,4,3,0,27,1
"383",0,5,1,0,1,1,NA,1,7,2,1,34,1
"384",0,5,1,1,1,1,NA,1,5,2,1,61,1
"385",0,5,0,1,0,1,NA,0,7,5,0,36,0
"386",0,5,1,1,0,0,1,0,6,4,1,27,1
"387",0,5,0,1,1,1,NA,1,5,2,1,34,1
"388",0,5,1,1,0,1,1,1,4,4,0,28,0
"389",0,5,1,1,1,1,1,1,7,4,1,51,1
"390",0,5,1,1,0,1,1,0,NA,1,0,71,1
"391",0,5,1,0,1,1,NA,1,7,2,1,39,1
"392",0,5,1,0,0,1,NA,1,3,3,0,NA,0
"393",0,5,1,0,0,1,NA,1,5,2,1,49,1
"394",0,5,1,1,1,1,NA,1,5,4,0,26,0
"395",0,5,1,0,0,1,0,1,7,4,0,64,1
"396",0,5,1,1,0,0,1,1,5,2,0,32,1
"397",0,6,1,1,0,1,NA,1,6,2,1,30,0
"398",0,6,1,1,1,1,1,1,6,3,0,54,0
"399",0,6,NA,NA,NA,NA,NA,NA,6,4,1,31,0
"400",0,6,0,1,0,0,1,0,4,3,0,28,1
"401",0,6,1,1,1,1,1,NA,7,5,0,38,0
"402",0,6,1,1,0,0,0,0,7,2,0,49,0
"403",0,6,1,1,1,1,1,0,6,6,0,41,1
"404",0,6,1,1,1,1,1,NA,6,2,1,28,0
"405",0,6,1,1,0,0,1,0,6,5,0,33,1
"406",0,6,1,1,0,0,1,0,6,3,1,30,0
"407",0,6,1,1,1,1,1,NA,7,5,0,38,1
"408",0,6,NA,NA,NA,NA,NA,NA,6,4,1,30,1
"409",0,1,1,NA,1,1,1,1,6,1,1,31,0
"410",0,1,0,NA,1,1,NA,0,6,1,0,46,0
"411",0,1,1,0,1,1,1,NA,6,3,1,79,0
"412",0,1,1,1,1,1,1,1,6,3,0,45,1
"413",0,1,1,NA,0,0,1,1,5,2,0,36,1
"414",0,1,1,1,0,0,1,1,4,3,0,37,1
"415",0,1,1,0,1,1,1,1,5,3,0,25,1
"416",0,1,1,NA,1,1,1,NA,5,4,1,32,1
"417",0,1,1,1,0,1,1,1,NA,1,0,56,1
"418",0,1,1,1,1,1,1,1,4,2,0,57,1
"419",0,2,1,1,0,1,0,0,4,1,0,50,1
"420",0,2,1,0,1,1,1,1,7,5,0,31,1
"421",0,2,1,1,NA,0,1,NA,2,2,0,27,1
"422",0,2,1,1,1,1,1,1,6,1,0,31,0
"423",0,2,NA,NA,1,NA,1,NA,6,2,0,NA,1
"424",0,2,1,1,1,1,1,0,5,4,1,27,0
"425",0,2,1,1,0,0,NA,1,4,3,0,22,1
"426",0,2,1,NA,NA,NA,1,NA,NA,4,1,29,1
"427",0,2,1,1,1,1,1,1,6,4,0,44,1
"428",0,2,1,1,1,1,1,1,6,2,0,32,0
"429",0,2,0,0,1,1,1,1,6,2,1,50,1
"430",0,2,1,1,1,1,1,NA,6,3,1,35,1
"431",0,2,1,1,1,NA,NA,NA,NA,NA,0,NA,1
"432",0,3,1,1,0,1,0,1,7,4,1,27,0
"433",0,3,1,1,1,1,0,NA,6,4,0,32,1
"434",0,3,0,1,1,1,0,1,4,2,0,38,1
"435",0,3,1,1,0,1,0,NA,2,2,0,28,NA
"436",0,3,1,0,1,1,0,1,5,2,0,58,1
"437",0,3,1,1,1,0,1,NA,5,4,0,35,1
"438",0,3,0,0,1,1,0,1,7,4,1,55,1
"439",0,3,1,0,1,1,0,1,7,1,1,65,1
"440",0,3,1,0,1,1,0,1,6,1,0,28,1
"441",0,3,1,1,0,1,0,0,7,4,0,28,1
"442",0,3,1,1,0,1,0,1,6,2,1,33,0
"443",0,3,1,1,0,0,1,0,NA,NA,0,32,1
"444",0,3,1,1,0,0,0,0,5,4,1,NA,1
"445",0,4,1,1,1,0,0,0,7,NA,1,68,0
"446",0,4,1,1,NA,NA,0,1,6,2,1,24,1
"447",0,4,1,0,0,1,NA,1,NA,4,0,NA,0
"448",0,4,1,1,1,1,0,1,7,4,0,50,1
"449",0,4,1,1,1,1,0,1,7,3,1,48,1
"450",0,4,1,1,0,0,1,0,6,4,0,25,1
"451",0,4,NA,NA,NA,NA,0,NA,6,4,1,38,0
"452",0,4,1,1,1,0,NA,0,5,2,1,25,1
"453",0,4,1,0,1,1,0,NA,6,NA,0,NA,0
"454",0,4,1,0,1,1,0,1,6,2,1,72,1
"455",0,4,1,0,1,0,0,1,6,4,1,46,1
"456",0,5,0,1,1,0,1,0,2,4,1,34,1
"457",0,5,1,1,1,1,1,1,7,5,0,32,1
"458",0,5,1,1,0,1,0,1,7,2,0,35,0
"459",0,5,1,1,1,1,NA,1,7,3,1,39,0
"460",0,5,1,1,1,1,NA,NA,5,4,0,23,1
