"","ownership_dummy","version","prop_a_dummy","prop_d_dummy","prop_f_dummy","prop_i_dummy","ten_plan_dummy","prop_i_ban_dummy","ideology_num","income_num","white_dummy","age","gender_dummy"
"1507",0,1,1,0,1,1,NA,1,NA,NA,0,NA,NA
"1508",0,1,1,0,1,0,1,1,6,4,1,28,1
"1509",0,1,1,1,0,1,1,1,5,1,1,41,0
"1510",0,1,1,1,0,0,1,1,6,2,1,29,1
"1511",0,1,1,1,0,0,NA,0,4,5,1,25,1
"1512",0,1,1,1,1,1,1,1,4,1,0,54,0
"1513",0,1,NA,NA,NA,NA,NA,NA,5,3,1,53,1
"1514",0,1,1,1,1,0,0,NA,5,5,0,32,1
"1515",0,1,1,1,1,1,1,NA,7,3,0,36,NA
"1516",0,1,1,1,0,1,1,0,6,3,0,36,1
"1517",0,1,1,0,0,0,1,0,6,1,0,71,1
"1518",0,1,1,1,1,1,1,1,5,3,1,35,0
"1519",0,1,1,1,0,1,1,1,7,3,1,36,1
"1520",0,1,1,1,1,1,1,1,6,3,0,31,NA
"1521",0,1,1,1,1,1,1,1,7,4,1,18,1
"1522",0,1,1,0,1,1,NA,1,6,1,1,66,0
"1523",0,1,1,1,1,0,1,0,6,4,1,31,0
"1524",0,2,1,1,1,1,1,1,7,2,0,33,0
"1525",0,2,1,1,0,0,1,0,6,2,0,21,1
"1526",0,2,0,0,1,0,0,1,4,1,0,23,1
"1527",0,2,1,1,1,1,1,NA,6,4,1,55,1
"1528",0,2,1,1,1,1,1,1,5,2,1,34,1
"1529",0,2,1,0,1,1,1,1,6,4,1,34,1
"1530",0,2,1,0,0,0,0,NA,4,3,0,32,1
"1531",0,2,1,1,1,1,1,1,7,3,1,46,1
"1532",0,2,1,1,0,1,1,1,6,3,0,29,1
"1533",0,2,1,NA,1,1,1,1,7,1,0,27,1
"1534",0,2,1,1,1,1,1,1,7,3,1,30,1
"1535",0,2,1,1,1,1,1,1,7,1,0,34,NA
"1536",0,2,1,NA,NA,NA,1,NA,3,2,0,56,0
"1537",0,2,1,1,1,1,1,1,3,NA,1,NA,1
"1538",0,2,1,1,1,1,1,1,6,3,1,35,1
"1539",0,2,1,1,NA,NA,1,NA,5,4,0,51,1
"1540",0,2,0,1,0,0,1,0,6,5,1,46,1
"1541",0,2,1,1,1,1,1,1,6,1,0,31,NA
"1542",0,2,1,1,1,1,1,0,6,4,0,23,1
"1543",0,2,1,1,1,1,1,NA,6,3,0,34,0
"1544",0,2,1,1,1,0,1,0,6,4,1,28,1
"1545",0,2,1,0,1,1,1,1,5,1,1,23,0
"1546",0,2,1,0,1,1,1,1,7,2,0,30,1
"1547",0,2,0,1,1,0,NA,0,4,5,0,51,1
"1548",0,2,1,1,1,1,1,1,6,2,1,29,1
"1549",0,2,0,1,0,0,NA,0,6,3,1,32,1
"1550",0,2,1,1,1,1,1,0,4,1,0,28,0
"1551",0,2,1,1,0,0,1,0,5,4,0,31,1
"1552",0,2,1,1,1,1,1,1,6,2,0,24,0
"1553",0,2,1,1,1,1,1,1,5,2,1,25,1
"1554",0,2,1,1,1,1,NA,1,4,3,0,33,1
"1555",0,3,1,1,0,0,0,0,4,3,1,26,0
"1556",0,3,1,1,0,0,0,0,6,5,1,34,0
"1557",0,3,1,1,1,1,0,NA,NA,NA,0,NA,NA
"1558",0,3,1,1,1,0,0,1,5,4,1,29,0
"1559",0,3,1,1,0,0,NA,NA,NA,NA,0,35,0
"1560",0,3,1,1,1,1,0,1,NA,1,0,63,0
"1561",0,3,1,1,1,1,0,1,7,2,1,39,0
"1562",0,3,1,0,0,1,0,1,6,3,1,57,1
"1563",0,3,1,1,0,0,0,0,6,4,1,35,0
"1564",0,3,1,0,NA,1,1,1,6,4,0,35,0
"1565",0,3,1,0,NA,1,NA,NA,6,1,0,35,NA
"1566",0,3,1,1,1,1,0,1,6,2,1,30,0
"1567",0,3,1,0,1,0,0,1,4.5,2,0,48,1
"1568",0,3,1,1,1,1,NA,1,6,2,1,24,0
"1569",0,3,0,0,1,0,0,0,7,3,0,43,0
"1570",0,3,0,1,0,0,NA,0,4,1,1,60,0
"1571",0,3,0,0,1,1,1,1,4,5,1,50,1
"1572",0,3,1,1,0,1,0,1,5.5,4,0,41,0
"1573",0,3,0,1,0,0,0,0,7,2,1,33,1
"1574",0,3,1,1,0,0,NA,0,6,4,1,27,1
"1575",0,3,0,0,1,1,0,1,7,1,0,36,0
"1576",0,3,1,1,0,1,0,1,4,2,0,28,1
"1577",0,3,1,1,0,0,NA,NA,5,5,1,28,1
"1578",0,3,1,0,1,1,0,1,6,1,0,54,0
"1579",0,3,1,1,1,1,NA,1,6,5,0,22,1
"1580",0,3,1,1,1,1,1,1,5,3,1,47,1
"1581",0,4,1,1,1,1,0,NA,6,2,0,27,1
"1582",0,4,1,1,1,1,0,1,7,3,0,33,0
"1583",0,4,1,1,1,1,0,1,7,3,0,31,1
"1584",0,4,1,1,0,0,NA,0,4,5,1,44,0
"1585",0,4,1,1,1,1,0,1,5,2,0,46,1
"1586",0,4,NA,NA,1,1,NA,1,6,1,0,56,1
"1587",0,4,1,1,1,1,0,1,7,2,0,28,1
"1588",0,4,NA,NA,NA,NA,NA,NA,6,3,0,45,1
"1589",0,4,1,1,1,1,0,1,7,3,0,36,0
"1590",0,4,1,1,0,1,0,1,7,2,0,41,1
"1591",0,4,NA,NA,NA,NA,NA,NA,6,3,1,47,1
"1592",0,4,NA,NA,NA,NA,NA,NA,7,1,0,23,0
"1593",0,4,NA,1,1,1,0,1,4,2,0,28,1
"1594",0,4,1,1,1,1,0,1,7,2,0,52,1
"1595",0,4,1,1,1,1,NA,1,NA,2,0,30,0
"1596",0,4,1,1,1,1,0,1,7,2,0,34,1
"1597",0,4,1,1,1,1,0,1,6,2,0,30,1
"1598",0,4,1,0,1,1,0,1,6,1,0,22,0
"1599",0,4,0,0,1,0,0,0,4,1,0,NA,0
"1600",0,4,0,0,1,1,0,1,6,1,1,53,1
"1601",0,4,1,0,1,1,0,1,6,NA,0,47,0
"1602",0,4,NA,1,0,0,1,0,5,5,1,30,1
"1603",0,4,1,1,1,0,1,0,6,4,1,26,0
"1604",0,4,1,1,1,1,0,1,7,2,1,24,1
"1605",0,4,1,1,1,1,0,1,6,3,0,26,1
"1606",0,5,1,1,0,1,0,NA,4,4,0,69,1
"1607",0,5,1,1,0,0,1,0,6,3,1,42,1
"1608",0,5,1,1,0,1,1,1,5,4,1,32,0
"1609",0,5,0,1,0,0,1,0,3,6,0,36,1
"1610",0,5,1,1,0,0,1,0,5,3,0,64,0
"1611",0,5,1,1,1,1,NA,NA,5,5,0,33,1
"1612",0,5,NA,NA,NA,NA,NA,NA,7,2,0,54,0
"1613",0,5,1,1,1,0,1,1,7,1,0,36,0
"1614",0,5,1,1,0,0,1,0,5,5,1,34,1
"1615",0,5,1,1,1,1,1,1,6,3,0,31,1
"1616",0,5,1,1,0,0,1,0,7,5,0,40,1
"1617",0,5,1,1,1,1,NA,1,5,3,1,NA,0
"1618",0,5,1,0,0,1,NA,NA,6,4,1,33,1
"1619",0,5,1,1,1,1,NA,1,6,5,1,NA,0
"1620",0,5,1,1,1,1,1,1,4,1,0,41,0
"1621",0,5,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0
"1622",0,5,1,1,0,1,NA,0,5,4,1,32,0
"1623",0,5,1,1,0,0,NA,NA,4,1,0,58,1
"1624",0,5,1,1,0,0,1,0,7,4,1,32,1
"1625",0,5,1,1,1,1,NA,1,7,2,1,34,1
"1626",0,5,1,0,1,1,0,1,4,4,1,39,1
"1627",0,5,NA,NA,1,NA,NA,NA,NA,NA,0,34,1
"1628",0,5,NA,NA,NA,NA,NA,NA,4,1,0,26,1
"1629",0,5,1,0,1,0,NA,0,6,6,1,35,0
"1630",0,5,NA,NA,NA,NA,NA,NA,6,2,1,NA,1
"1631",0,5,1,1,1,1,NA,1,6,1,0,19,1
"1632",0,5,NA,NA,0,NA,1,NA,5,NA,0,27,1
"1633",0,5,1,0,0,1,1,1,7,1,0,62,1
"1634",0,6,1,1,0,0,1,0,6,3,1,23,1
"1635",0,6,0,1,1,0,1,0,5,3,1,27,1
"1636",0,6,1,0,1,1,1,1,6,3,1,34,0
"1637",0,6,1,1,1,1,1,1,4,1,0,NA,1
"1638",0,6,1,0,1,1,0,1,7,1,0,28,1
"1639",0,6,1,0,1,1,0,1,6,2,0,34,1
"1640",0,6,1,1,0,1,1,1,6,5,1,25,0
"1641",0,6,1,0,1,1,1,1,5,2,1,NA,0
"1642",0,6,1,1,1,1,NA,1,5,2,0,29,0
"1643",0,6,1,1,1,1,NA,1,7,3,0,53,0
"1644",0,6,1,1,1,1,1,1,6,5,1,48,1
"1645",0,6,1,1,0,1,1,0,6,3,1,23,0
"1646",0,6,1,1,1,0,1,1,5,4,1,29,1
"1647",0,6,0,1,0,1,1,1,6,4,1,28,1
"1648",0,6,1,1,1,1,NA,1,7,2,0,33,NA
"1649",0,6,1,0,0,0,1,1,6,3,1,46,1
"1650",0,6,1,1,1,NA,1,NA,7,1,0,62,1
"1651",0,6,1,1,0,1,NA,1,2,1,0,58,0
"1652",0,6,0,1,0,0,1,0,1,4,1,23,NA
"1653",0,6,1,NA,0,1,NA,1,NA,NA,0,NA,0
"1654",0,6,1,1,0,0,1,0,4,4,1,45,1
"1655",0,6,1,1,1,1,NA,1,NA,3,0,42,NA
"1656",0,6,1,1,1,1,1,1,6,1,1,35,1
"1657",0,6,1,0,1,0,NA,1,7,1,0,45,1
"1658",0,6,1,1,1,0,NA,0,4,4,0,22,0
"1659",0,6,1,1,1,1,1,0,7,2,0,29,1
"1660",0,6,1,1,0,0,1,0,7,6,1,52,1
